"nom du fichier","tadarida_taxon","temps_debut","temps_fin","frequence_mediane","tadarida_probabilite","tadarida_taxon_autre","observateur_taxon","observateur_probabilite","validateur_taxon","validateur_probabilite","participation","amph","Antped","Antsor","Aposyl","Barbar","Barfis","Barsan","Barser","Bicbic","chirp","Cicorn","Concon","Confus","Corcho","criq","Cympud","Cyrscu","Decalb","Epheph","Eptnil","Eptser","Eumbor","Eupcha","Euptyr","Grycam","Hypsav","Inssp5","Inssp6","Inssp7","Inssp8","Inssp9","Isopyr","Lamsp.","Leppun","Lyrple","mamm","Micagr","Minsch","Mussp","Myoalc","Myobec","Myobra","Myocap","Myodas","Myodau","Myoema","MyoGT","Myomys","Myonat","noise","Nyclas","Nyclei","Nycnoc","Ortsp.","Phafal","Phanan","Phofem","Phogri","piaf","Pipkuh","Pipmad","Pipnat","Pippip","Pippyg","Plaaff","Plaalb","Plafal","Plaint","Plasab","Pleaur","Pleaus","Plemac","Ptebon","Pteger","Ptehey","Ptepon","Ratnor","Rhieur","Rhifer","Rhihip","Roeroe","Rusnit","Sepsep","Tadten","Testes","Tetcan","Tetvir","Thycor","Tyllil","Urobre","Urorug","Vesmur","Yerbey","Yerray","ProbEsp_C2bs"
"Car730568-2016-Pass2-Z2-73EPINE-2_0_20160717_212701_168","piaf",2.6,2.9,9,0.532,"Tetvir, noise","","","","","5857d56d9ebce1000ed89ea7",0.016,0.002,0,0,0.008,0.006,0.002,0,0,0,0,0,0,0.002,0.002,0,0,0.01,0.002,0,0.012,0,0.02,0.012,0.068,0.002,0,0.002,0,0,0,0.002,0,0.008,0,0.004,0,0.004,0.002,0.002,0,0,0.006,0.002,0.002,0.01,0,0.002,0.014,0.064,0,0.002,0.004,0,0.002,0.008,0.032,0.014,0.472,0.006,0.004,0.002,0.018,0.016,0.006,0.002,0,0,0,0,0.012,0.002,0,0,0,0.002,0,0.002,0,0,0.002,0.02,0.006,0.004,0.022,0.004,0.03,0.002,0.004,0,0.012,0,0,0,"piaf"
"Car730568-2016-Pass2-Z2-73EPINE-2_0_20160717_212729_039","piaf",1.1,1.3,8,0.654,"","","","","","5857d56d9ebce1000ed89ea7",0.008,0.002,0,0,0.008,0.004,0.002,0,0,0,0,0,0,0.002,0.002,0,0,0.01,0.002,0,0.01,0,0.016,0.01,0.05,0,0,0,0,0,0,0.002,0,0.008,0,0.004,0,0.004,0.002,0.002,0,0,0.004,0.002,0.002,0.01,0,0.002,0.016,0.062,0,0,0.004,0,0,0.006,0.024,0.014,0.56,0.004,0.002,0,0.016,0.016,0.002,0,0,0,0,0,0.01,0,0,0,0,0.002,0,0.004,0,0,0.002,0.018,0.004,0.002,0.02,0.004,0.026,0.002,0.004,0,0.008,0,0,0,"piaf"
"Car730568-2016-Pass2-Z2-73EPINE-2_0_20160717_212844_555","piaf",2.9,3.8,7,0.498,"noise","","","","","5857d56d9ebce1000ed89ea7",0.014,0.002,0,0,0.008,0.006,0.002,0,0,0,0,0,0,0.002,0.002,0,0,0.01,0.002,0,0.012,0,0.02,0.01,0.066,0,0,0.002,0,0,0,0.002,0,0.008,0,0.004,0,0.004,0.002,0.002,0,0,0.006,0.002,0.002,0.01,0,0.002,0.016,0.066,0,0.002,0.004,0,0.002,0.008,0.034,0.014,0.47,0.006,0.004,0.002,0.018,0.016,0.006,0.002,0,0,0,0,0.012,0.002,0,0,0,0.002,0,0.002,0,0,0.002,0.022,0.006,0.004,0.022,0.004,0.032,0.002,0.004,0,0.012,0,0,0,"piaf"
"Car730568-2016-Pass2-Z2-73EPINE-2_0_20160717_212854_555","piaf",0.4,1.6,8,0.676,"Tetvir","","","","","5857d56d9ebce1000ed89ea7",0.008,0.002,0,0,0.008,0.004,0.002,0,0,0,0,0,0,0.002,0.002,0,0,0.01,0.002,0,0.01,0,0.016,0.01,0.05,0,0,0,0,0,0,0.002,0,0.008,0,0.004,0,0.004,0.002,0.002,0,0,0.004,0.002,0.004,0.008,0,0.002,0.016,0.062,0,0,0.004,0,0,0.006,0.024,0.014,0.562,0.004,0.002,0,0.018,0.016,0.002,0,0,0,0,0,0.01,0,0,0,0,0.002,0,0.004,0,0,0.002,0.018,0.004,0.002,0.016,0.004,0.026,0.002,0.004,0,0.008,0,0,0,"piaf"
"Car730568-2016-Pass2-Z2-73EPINE-2_0_20160717_212859_555","piaf",4,4.3,7,0.576,"","","","","","5857d56d9ebce1000ed89ea7",0.014,0.002,0,0,0.008,0.006,0.002,0,0,0,0,0,0,0.002,0.002,0,0,0.01,0.002,0,0.012,0,0.022,0.01,0.062,0,0,0.002,0,0,0,0.002,0,0.008,0,0.004,0,0.004,0.002,0.002,0,0,0.006,0.002,0.002,0.01,0,0.002,0.014,0.066,0,0.002,0.004,0,0.002,0.008,0.034,0.014,0.49,0.004,0.002,0,0.018,0.016,0.004,0,0,0,0,0,0.012,0.002,0,0,0,0.002,0,0.004,0,0,0.002,0.02,0.004,0.004,0.022,0.004,0.03,0.002,0.004,0,0.01,0,0,0,"piaf"
"Car730568-2016-Pass2-Z2-73EPINE-2_0_20160717_212909_555","piaf",0.2,1.6,7,0.78,"","","","","","5857d56d9ebce1000ed89ea7",0.008,0.002,0,0,0.008,0.004,0.002,0,0,0,0,0,0,0.002,0.002,0,0,0.01,0.002,0,0.01,0,0.016,0.01,0.05,0,0,0,0,0,0,0.002,0,0.008,0,0.004,0,0.004,0.002,0.002,0,0,0.004,0.002,0.004,0.008,0,0.002,0.016,0.056,0,0,0.004,0,0,0.006,0.024,0.014,0.562,0.004,0.002,0,0.018,0.016,0.002,0,0,0,0,0,0.01,0,0,0,0,0.002,0,0.01,0,0,0.002,0.018,0.004,0.002,0.016,0.004,0.026,0.002,0.004,0,0.008,0,0,0,"piaf"
"Car730568-2016-Pass2-Z2-73EPINE-2_0_20160717_212919_555","piaf",4.3,5,8,0.702,"Tetvir","","","","","5857d56d9ebce1000ed89ea7",0.008,0.002,0,0,0.008,0.004,0.002,0,0,0,0,0,0,0.002,0.002,0,0,0.01,0.002,0,0.01,0,0.016,0.01,0.05,0,0,0,0,0,0,0.002,0,0.008,0,0.004,0,0.004,0.002,0.002,0,0,0.004,0.002,0.002,0.008,0,0.002,0.014,0.06,0,0,0.004,0,0,0.006,0.024,0.014,0.566,0.004,0.002,0,0.018,0.016,0.002,0,0,0,0,0,0.01,0,0,0,0,0.002,0,0.004,0,0,0.002,0.018,0.004,0.002,0.018,0.004,0.026,0.002,0.004,0,0.008,0,0,0,"piaf"
"Car730568-2016-Pass2-Z2-73EPINE-2_0_20160717_212924_555","piaf",0,0.2,8,0.81,"","","","","","5857d56d9ebce1000ed89ea7",0.008,0.002,0,0,0.008,0.004,0.002,0,0,0,0,0,0,0.002,0.002,0,0,0.01,0.002,0,0.01,0,0.016,0.01,0.05,0,0,0,0,0,0,0.002,0,0.008,0,0.004,0,0.004,0.002,0.002,0,0,0.004,0.002,0.002,0.008,0,0.002,0.016,0.056,0,0,0.004,0,0,0.006,0.024,0.014,0.566,0.004,0.002,0,0.016,0.016,0.002,0,0,0,0,0,0.01,0,0,0,0,0.002,0,0.008,0,0,0.002,0.018,0.004,0.002,0.018,0.004,0.026,0.002,0.004,0,0.008,0,0,0,"piaf"
"Car730568-2016-Pass2-Z2-73EPINE-2_0_20160717_212944_555","piaf",2.8,3,8,0.71,"","","","","","5857d56d9ebce1000ed89ea7",0.008,0.002,0,0,0.008,0.004,0.002,0,0,0,0,0,0,0.002,0.002,0,0,0.01,0.002,0,0.01,0,0.016,0.01,0.05,0,0,0,0,0,0,0.002,0,0.008,0,0.004,0,0.004,0.002,0.002,0,0,0.004,0.002,0.002,0.008,0,0.002,0.016,0.06,0,0,0.004,0,0,0.006,0.024,0.014,0.566,0.004,0.002,0,0.016,0.016,0.002,0,0,0,0,0,0.01,0,0,0,0,0.002,0,0.004,0,0,0.002,0.018,0.004,0.002,0.018,0.004,0.026,0.002,0.004,0,0.008,0,0,0,"piaf"
"Car730568-2016-Pass2-Z2-73EPINE-2_0_20160717_212949_555","piaf",3.7,4.7,7,0.89,"","","","","","5857d56d9ebce1000ed89ea7",0.008,0.002,0,0,0.008,0.004,0.002,0,0,0,0,0,0,0.002,0.002,0,0,0.01,0.002,0,0.01,0,0.016,0.01,0.05,0,0.002,0,0,0,0,0.002,0,0.008,0,0.004,0,0.004,0.002,0.002,0,0,0.004,0.002,0.002,0.008,0,0.002,0.014,0.056,0,0,0.004,0,0,0.006,0.024,0.014,0.564,0.004,0.002,0,0.018,0.016,0.002,0,0,0,0,0,0.01,0,0,0,0,0.002,0,0.008,0,0,0.002,0.018,0.004,0.002,0.018,0.004,0.026,0.002,0.004,0,0.008,0,0,0,"piaf"
