"nom du fichier";"temps_debut";"temps_fin";"frequence_mediane";"tadarida_taxon";"tadarida_probabilite";"tadarida_taxon_autre";"observateur_taxon";"observateur_probabilite";"validateur_taxon";"validateur_probabilite"
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_213934_888";"0.0";3.5;49.0;"Pippip";0.824;"";"";"";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_213934_888";0.9;2.0;22.0;"noise";0.52;"";"";"";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_214231_390";"0.0";1.5;43.0;"Pippip";0.69;"";"";"";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_214347_201";"0.0";2.4;39.0;"Pipnat";0.762;"";"Pipnat";"PROBABLE";"Pipnat";"PROBABLE"
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_214431_947";"0.0";1.7;45.0;"Pippip";0.716;"";"";"";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_214450_016";"0.0";5.0;28.0;"Eptser";0.542;"Nyclei, Phogri";"Eptser";"PROBABLE";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_214455_016";"0.0";5.0;27.0;"Eptser";0.596;"Nyclei";"";"";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_214500_016";0.2;1.7;24.0;"Eptser";0.332;"Nycnoc, Nyclei";"";"";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_215037_188";"0.0";4.3;23.0;"Nyclei";0.692;"Nycnoc";"";"";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_215042_188";1.0;2.3;20.0;"Nyclei";0.494;"";"";"";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_215042_188";1.2;1.3;13.0;"noise";0.294;"";"";"";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_215145_057";"0.0";4.9;49.0;"Pipkuh";0.568;"Pipnat";"";"";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_215145_057";2.8;3.8;16.0;"noise";0.51;"";"";"";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_215150_057";0.1;2.4;38.0;"Pipnat";0.634;"Pipkuh";"";"";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_215622_390";"0.0";3.7;49.0;"Pippip";0.846;"";"";"";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_220119_598";"0.0";3.5;50.0;"Pippip";0.79;"";"";"";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_220225_683";"0.0";3.8;34.0;"Hypsav";0.452;"Pipkuh, Pipnat";"Pipkuh";"PROBABLE";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_220230_683";0.7;1.0;37.0;"Pipnat";0.402;"";"";"";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_220649_793";"0.0";"0.0";25.0;"noise";0.43;"";"";"";"";""
"Car370313-2016-Pass1-Z1-US-15542-0_20160902_220657_597";"0.0";4.5;56.0;"Pippip";0.73;"";"";"";"";""
