"nom du fichier";"temps_debut";"temps_fin";"frequence_mediane";"tadarida_taxon";"tadarida_probabilite";"tadarida_taxon_autre";"observateur_taxon";"observateur_probabilite";"validateur_taxon";"validateur_probabilite"
"Car291547-2017-Pass1-Z1-017329_0_20170609_225635_967";"0.0";5.0;52.0;"Pippip";0.76;"Pipkuh";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225640_967";"0.0";5.0;57.0;"Pippip";0.764;"Pipkuh";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225640_967";"0.0";0.3;7.0;"noise";0.422;"Phogri";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225645_967";"0.0";5.0;61.0;"Pippip";0.78;"noise";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225650_967";"0.0";5.0;62.0;"Pippip";0.81;"Pipkuh, noise";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225650_967";0.7;2.4;34.0;"noise";0.516;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225655_967";"0.0";5.0;62.0;"Pippip";0.858;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225655_967";1.6;1.9;36.0;"noise";0.45;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225700_967";"0.0";2.1;55.0;"Pippip";0.72;"Pippyg";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225700_967";2.0;2.1;10.0;"noise";0.42;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225707_373";"0.0";5.0;62.0;"Pippip";0.678;"noise";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225712_373";"0.0";5.0;61.0;"Pippip";0.676;"noise, Myonat";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225712_373";1.5;1.6;9.0;"noise";0.576;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225717_373";"0.0";5.0;62.0;"Pippip";0.862;"noise";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225717_373";1.1;1.3;26.0;"noise";0.422;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225722_373";"0.0";5.0;62.0;"Pippip";0.764;"noise";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225722_373";2.7;5.0;9.0;"noise";0.388;"Phogri";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225727_373";"0.0";5.0;95.0;"Pippip";0.644;"Myoema, noise, Myonat, Pippyg";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225732_373";"0.0";5.0;61.0;"Pippip";0.852;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225732_373";3.6;3.7;9.0;"noise";0.578;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225737_373";"0.0";5.0;57.0;"Pippip";0.72;"noise";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225742_373";"0.0";5.0;64.0;"Pippip";0.72;"noise, Myonat";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225742_373";1.2;4.1;26.0;"noise";0.564;"Phogri";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225747_373";"0.0";5.0;61.0;"Pippip";0.704;"noise, Pippyg";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225747_373";1.4;2.3;22.0;"noise";0.606;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225752_373";"0.0";5.0;61.0;"Pippip";0.646;"noise, Pipkuh, Pippyg, Myoema";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225757_373";"0.0";5.0;61.0;"Pippip";0.802;"noise";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225757_373";0.6;1.0;37.0;"noise";0.442;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225802_373";"0.0";5.0;63.0;"Pippip";0.808;"noise";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225807_373";"0.0";5.0;62.0;"Pippip";0.792;"noise";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225812_373";"0.0";5.0;55.0;"Pippip";0.822;"Pippyg";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225817_373";"0.0";5.0;62.0;"Pippip";0.766;"noise";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225817_373";3.3;4.1;25.0;"noise";0.444;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225822_373";"0.0";5.0;57.0;"Pippip";0.726;"Pipkuh, noise";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225827_373";"0.0";5.0;70.0;"Pippip";0.674;"Pippyg, Pipkuh, noise, Myoema, Myonat";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225832_373";"0.0";5.0;63.0;"Pippip";0.766;"noise";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225832_373";3.1;4.9;34.0;"noise";0.58;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225837_373";"0.0";5.0;60.0;"Pippip";0.79;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225837_373";0.4;0.5;26.0;"noise";0.224;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225842_373";"0.0";5.0;61.0;"Pippip";0.652;"noise, Pipkuh, Myoema, Myonat";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225842_373";1.1;4.9;34.0;"noise";0.33;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225847_373";"0.0";5.0;61.0;"Pippip";0.688;"noise, Pipkuh, Myonat";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225852_373";"0.0";5.0;72.0;"Pippip";0.648;"noise, Pippyg, Myonat, Pipkuh, Myoema";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225857_373";"0.0";5.0;61.0;"Pippip";0.632;"noise, Pipkuh, Myonat, Myoema, Pippyg";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225857_373";0.4;0.5;26.0;"noise";0.36;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225902_373";"0.0";5.0;61.0;"Pippip";0.728;"Pipkuh";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225907_373";"0.0";5.0;61.0;"Pippip";0.7;"noise";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225912_373";"0.0";5.0;61.0;"Pippip";0.674;"noise, Myoema, Pipkuh";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225912_373";2.0;2.6;7.0;"noise";0.476;"Phogri";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225917_373";"0.0";5.0;62.0;"Pippip";0.684;"noise, Myoema, Pipkuh";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225917_373";4.5;4.6;100.0;"noise";0.51;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225922_373";"0.0";5.0;57.0;"Pippip";0.756;"Pipkuh";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225922_373";1.3;1.4;13.0;"noise";0.272;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225927_373";"0.0";5.0;62.0;"Pippip";0.696;"Pippyg, Pipkuh, Myoema, Myonat";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225927_373";4.5;4.6;9.0;"noise";0.57;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225932_373";"0.0";5.0;63.0;"Pippip";0.644;"Pippyg, noise, Pipkuh, Myoema, Myonat";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225932_373";1.3;4.0;48.0;"noise";0.428;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225937_373";"0.0";5.0;57.0;"Pippip";0.792;"Pippyg";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225942_373";"0.0";5.0;56.0;"Pippip";0.748;"Pippyg, Pipkuh";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225942_373";0.5;0.6;22.0;"noise";0.248;"";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225947_373";"0.0";5.0;59.0;"Pippip";0.744;"noise, Myoema, Pipkuh";"";"";"";""
"Car291547-2017-Pass1-Z1-017329_0_20170609_225952_373";"0.0";5.0;61.0;"Pippip";0.824;"Pippyg, noise";"";"";"";""
