"nom du fichier";"temps_debut";"temps_fin";"frequence_mediane";"tadarida_taxon";"tadarida_probabilite";"tadarida_taxon_autre";"observateur_taxon";"observateur_probabilite";"validateur_taxon";"validateur_probabilite"
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204537_048";3.4;3.5;12.0;"noise";0.08;"Phogri, Tetvir";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204542_049";0.1;4.1;11.0;"noise";0.98;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204607_052";1.2;1.3;11.0;"noise";0.95;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204612_053";3.6;3.7;11.0;"noise";0.93;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204617_054";0.6;4.8;21.0;"noise";0.97;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204622_054";1.5;1.6;76.0;"noise";0.82;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204622_054";1.5;1.8;12.0;"Tetvir";0.36;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204637_056";0.1;4.8;12.0;"noise";0.82;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204642_057";0.5;0.6;34.0;"Leppun";0.03;"Tetvir";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204642_057";0.7;3.8;11.0;"noise";0.83;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204647_058";1.6;3.1;12.0;"noise";0.94;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204652_058";"0.0";4.8;12.0;"noise";0.98;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204657_059";"0.0";5.0;12.0;"noise";0.96;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204702_060";"0.0";5.0;12.0;"noise";0.95;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204707_060";"0.0";5.0;11.0;"noise";0.93;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204712_061";1.3;1.6;46.0;"Myodau";0.04;"Tetvir, Pippip, Pipkuh, Myomys";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204712_061";0.5;4.5;12.0;"noise";0.88;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204717_062";"0.0";3.4;11.0;"noise";0.87;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204737_064";1.2;1.4;10.0;"noise";0.92;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204742_065";0.2;3.8;11.0;"noise";0.97;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204747_066";0.8;0.9;9.0;"noise";0.86;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204807_068";0.3;5.0;11.0;"noise";0.94;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204812_069";0.1;3.9;36.0;"noise";0.87;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204812_069";"0.0";4.7;12.0;"Tetvir";0.44;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204817_070";0.3;5.0;12.0;"noise";0.97;"";"";"";"";""
"Car900000-2012-Pass2-Z1-RD6_0_20120615_204822_070";0.1;4.4;12.0;"noise";0.9;"";"";"";"";""
