carre;annee;espece;abond
151219;2004;STRTUR;6
151268;2017;STRTUR;0
151376;2005;STRTUR;3
151376;2006;STRTUR;1
151376;2007;STRTUR;0
151376;2008;STRTUR;0
151376;2009;STRTUR;10
151376;2010;STRTUR;1
151376;2011;STRTUR;1
151376;2012;STRTUR;0
151376;2013;STRTUR;0
151376;2014;STRTUR;0
151376;2015;STRTUR;0
151376;2016;STRTUR;0
151376;2017;STRTUR;0
151376;2018;STRTUR;0
160119;2006;STRTUR;8
160119;2007;STRTUR;1
160119;2008;STRTUR;7
160141;2007;STRTUR;1
160141;2008;STRTUR;5
160141;2009;STRTUR;4
160141;2010;STRTUR;8
160151;2006;STRTUR;8
160151;2007;STRTUR;0
160151;2008;STRTUR;8
160229;2001;STRTUR;13
160229;2002;STRTUR;10
160229;2003;STRTUR;14
160229;2004;STRTUR;11
160229;2005;STRTUR;11
160229;2006;STRTUR;7
160229;2007;STRTUR;8
160229;2008;STRTUR;7
160229;2009;STRTUR;5
160229;2010;STRTUR;8
160234;2001;STRTUR;3
160234;2002;STRTUR;3
160234;2003;STRTUR;4
160234;2004;STRTUR;1
160234;2005;STRTUR;1
160234;2006;STRTUR;1
160234;2007;STRTUR;1
160234;2008;STRTUR;0
160234;2009;STRTUR;3
160234;2010;STRTUR;3
160488;2002;STRTUR;4
160488;2003;STRTUR;2
160488;2004;STRTUR;1
160488;2007;STRTUR;0
160488;2008;STRTUR;3
160488;2009;STRTUR;0
160488;2010;STRTUR;5
160500;2007;STRTUR;6
160500;2008;STRTUR;6
160500;2009;STRTUR;10
160500;2010;STRTUR;13
160569;2001;STRTUR;3
160569;2002;STRTUR;2
160569;2003;STRTUR;7
160569;2004;STRTUR;6
160569;2005;STRTUR;4
160569;2006;STRTUR;5
160569;2007;STRTUR;4
160569;2008;STRTUR;3
160569;2009;STRTUR;1
160569;2010;STRTUR;5
160618;2007;STRTUR;13
160618;2008;STRTUR;6
160618;2009;STRTUR;6
160618;2010;STRTUR;11
160734;2001;STRTUR;4
160734;2002;STRTUR;2
160734;2003;STRTUR;3
160734;2004;STRTUR;7
160734;2005;STRTUR;2
160734;2006;STRTUR;3
160734;2007;STRTUR;12
160734;2008;STRTUR;2
160734;2009;STRTUR;4
160734;2010;STRTUR;4
160748;2004;STRTUR;7
160748;2005;STRTUR;7
160748;2006;STRTUR;2
160748;2007;STRTUR;11
160748;2008;STRTUR;7
160748;2009;STRTUR;5
160748;2010;STRTUR;8
160748;2011;STRTUR;11
160748;2012;STRTUR;7
160748;2013;STRTUR;4
160748;2014;STRTUR;2
160748;2015;STRTUR;8
160748;2016;STRTUR;6
160784;2004;STRTUR;17
160784;2005;STRTUR;10
160784;2006;STRTUR;6
160784;2007;STRTUR;1
160784;2008;STRTUR;4
160784;2009;STRTUR;3
160784;2010;STRTUR;2
160845;2001;STRTUR;8
160845;2002;STRTUR;10
160845;2003;STRTUR;6
160845;2004;STRTUR;2
160845;2005;STRTUR;7
160845;2006;STRTUR;1
160845;2007;STRTUR;5
160845;2008;STRTUR;3
160845;2009;STRTUR;6
160845;2010;STRTUR;2
160862;2001;STRTUR;5
160862;2002;STRTUR;8
160862;2003;STRTUR;2
160862;2004;STRTUR;7
160862;2005;STRTUR;6
160862;2006;STRTUR;7
160862;2007;STRTUR;9
160862;2008;STRTUR;6
160862;2009;STRTUR;6
160862;2010;STRTUR;4
161054;2007;STRTUR;15
161054;2008;STRTUR;22
161054;2009;STRTUR;17
161054;2010;STRTUR;18
161063;2001;STRTUR;4
161063;2002;STRTUR;7
161063;2003;STRTUR;6
161063;2004;STRTUR;2
161063;2005;STRTUR;2
161063;2006;STRTUR;3
161063;2007;STRTUR;7
161063;2008;STRTUR;4
161063;2009;STRTUR;4
161063;2010;STRTUR;6
170023;2003;STRTUR;4
170023;2004;STRTUR;6
170023;2005;STRTUR;7
170023;2006;STRTUR;7
170023;2007;STRTUR;5
170023;2008;STRTUR;2
170023;2009;STRTUR;16
170023;2010;STRTUR;6
170023;2011;STRTUR;5
170023;2012;STRTUR;5
170023;2013;STRTUR;2
170023;2014;STRTUR;1
170025;2004;STRTUR;9
170025;2005;STRTUR;5
170025;2014;STRTUR;8
170025;2015;STRTUR;11
170025;2016;STRTUR;6
170060;2004;STRTUR;6
170060;2005;STRTUR;9
170074;2014;STRTUR;3
170074;2015;STRTUR;0
170081;2004;STRTUR;3
170081;2005;STRTUR;4
170086;2009;STRTUR;10
170086;2010;STRTUR;8
170086;2011;STRTUR;10
170086;2012;STRTUR;8
170086;2013;STRTUR;13
170086;2014;STRTUR;8
170086;2015;STRTUR;2
170086;2016;STRTUR;8
170086;2017;STRTUR;12
170086;2018;STRTUR;11
170088;2002;STRTUR;8
170088;2003;STRTUR;4
170088;2004;STRTUR;8
170088;2005;STRTUR;0
170088;2006;STRTUR;5
170088;2008;STRTUR;2
170104;2015;STRTUR;11
170104;2016;STRTUR;9
170104;2018;STRTUR;6
170109;2003;STRTUR;3
170109;2004;STRTUR;1
170109;2005;STRTUR;4
170109;2006;STRTUR;3
170109;2007;STRTUR;1
170109;2008;STRTUR;0
170109;2009;STRTUR;3
170109;2010;STRTUR;4
170109;2012;STRTUR;8
170109;2013;STRTUR;2
170109;2014;STRTUR;5
170109;2015;STRTUR;3
170109;2017;STRTUR;5
170109;2018;STRTUR;0
170123;2005;STRTUR;7
170123;2006;STRTUR;11
170123;2007;STRTUR;10
170123;2008;STRTUR;8
170123;2009;STRTUR;10
170123;2010;STRTUR;2
170123;2011;STRTUR;4
170123;2012;STRTUR;5
170123;2013;STRTUR;4
170123;2014;STRTUR;10
170123;2015;STRTUR;7
170123;2016;STRTUR;6
170123;2017;STRTUR;5
170123;2018;STRTUR;4
170126;2005;STRTUR;10
170126;2006;STRTUR;9
170126;2007;STRTUR;11
170126;2008;STRTUR;11
170126;2009;STRTUR;3
170126;2010;STRTUR;4
170126;2011;STRTUR;4
170126;2012;STRTUR;3
170126;2013;STRTUR;7
170126;2014;STRTUR;4
170126;2015;STRTUR;3
170126;2016;STRTUR;4
170126;2017;STRTUR;3
170126;2018;STRTUR;1
170131;2015;STRTUR;0
170131;2016;STRTUR;7
170131;2017;STRTUR;1
170131;2018;STRTUR;0
170134;2002;STRTUR;3
170134;2003;STRTUR;1
170134;2004;STRTUR;5
170134;2005;STRTUR;9
170134;2006;STRTUR;4
170134;2007;STRTUR;4
170134;2008;STRTUR;4
170134;2009;STRTUR;6
170134;2010;STRTUR;2
170134;2011;STRTUR;2
170134;2012;STRTUR;2
170134;2013;STRTUR;2
170134;2014;STRTUR;3
170134;2015;STRTUR;2
170134;2016;STRTUR;2
170134;2017;STRTUR;1
170134;2018;STRTUR;6
170154;2003;STRTUR;0
170154;2004;STRTUR;0
170154;2005;STRTUR;0
170154;2006;STRTUR;0
170154;2007;STRTUR;0
170154;2008;STRTUR;0
170154;2009;STRTUR;0
170154;2010;STRTUR;0
170154;2017;STRTUR;0
170157;2003;STRTUR;4
170157;2004;STRTUR;1
170157;2005;STRTUR;0
170157;2006;STRTUR;6
170157;2007;STRTUR;9
170157;2008;STRTUR;7
170157;2009;STRTUR;14
170157;2010;STRTUR;7
170157;2011;STRTUR;11
170157;2012;STRTUR;6
170157;2013;STRTUR;12
170157;2014;STRTUR;8
170157;2015;STRTUR;7
170157;2016;STRTUR;11
170157;2017;STRTUR;7
170157;2018;STRTUR;9
170182;2015;STRTUR;5
170182;2016;STRTUR;3
170182;2017;STRTUR;0
170182;2018;STRTUR;7
170204;2016;STRTUR;5
170204;2017;STRTUR;2
170204;2018;STRTUR;2
170216;2018;STRTUR;3
170219;2015;STRTUR;3
170219;2017;STRTUR;7
170219;2018;STRTUR;3
170220;2003;STRTUR;7
170220;2004;STRTUR;6
170220;2007;STRTUR;30
170220;2008;STRTUR;25
170220;2017;STRTUR;21
170223;2015;STRTUR;3
170223;2016;STRTUR;4
170223;2017;STRTUR;7
170240;2007;STRTUR;16
170240;2008;STRTUR;17
170240;2009;STRTUR;3
170292;2015;STRTUR;4
170321;2004;STRTUR;6
170388;2014;STRTUR;4
170388;2015;STRTUR;5
170468;2015;STRTUR;5
170468;2016;STRTUR;0
170471;2007;STRTUR;0
170471;2008;STRTUR;2
170471;2009;STRTUR;8
170471;2010;STRTUR;16
170471;2011;STRTUR;6
170471;2012;STRTUR;7
170471;2013;STRTUR;9
170471;2014;STRTUR;4
170471;2015;STRTUR;9
170471;2016;STRTUR;0
170471;2017;STRTUR;4
170475;2004;STRTUR;15
170479;2003;STRTUR;0
170479;2007;STRTUR;25
170479;2008;STRTUR;17
170479;2009;STRTUR;32
170504;2012;STRTUR;7
170504;2013;STRTUR;15
170504;2016;STRTUR;15
170504;2018;STRTUR;6
170513;2004;STRTUR;4
170516;2003;STRTUR;3
170516;2004;STRTUR;2
170516;2006;STRTUR;9
170516;2007;STRTUR;22
170516;2008;STRTUR;20
170516;2009;STRTUR;22
170538;2002;STRTUR;4
170538;2003;STRTUR;1
170538;2004;STRTUR;6
170538;2005;STRTUR;2
170538;2006;STRTUR;4
170538;2007;STRTUR;4
170538;2008;STRTUR;2
170554;2003;STRTUR;3
170554;2004;STRTUR;6
170554;2005;STRTUR;0
170554;2007;STRTUR;4
170554;2008;STRTUR;3
170554;2009;STRTUR;0
170598;2018;STRTUR;0
170605;2002;STRTUR;5
170605;2003;STRTUR;6
170605;2004;STRTUR;6
170605;2005;STRTUR;8
170605;2006;STRTUR;6
170605;2007;STRTUR;5
170605;2008;STRTUR;7
170605;2010;STRTUR;9
170605;2011;STRTUR;9
170605;2012;STRTUR;8
170605;2013;STRTUR;8
170605;2014;STRTUR;7
170605;2015;STRTUR;5
170605;2016;STRTUR;3
170605;2017;STRTUR;10
170605;2018;STRTUR;10
170717;2003;STRTUR;0
170717;2004;STRTUR;0
170717;2005;STRTUR;3
170717;2006;STRTUR;4
170717;2007;STRTUR;6
170717;2008;STRTUR;4
170717;2015;STRTUR;10
170717;2016;STRTUR;7
170717;2017;STRTUR;8
170717;2018;STRTUR;1
170721;2003;STRTUR;8
170721;2004;STRTUR;8
170721;2005;STRTUR;9
170721;2006;STRTUR;4
170721;2007;STRTUR;8
170721;2008;STRTUR;10
170721;2015;STRTUR;1
170727;2005;STRTUR;5
170727;2006;STRTUR;11
170727;2008;STRTUR;6
170727;2015;STRTUR;6
170772;2003;STRTUR;12
170772;2004;STRTUR;7
170772;2005;STRTUR;7
170772;2006;STRTUR;11
170772;2007;STRTUR;7
170772;2008;STRTUR;12
170772;2010;STRTUR;10
170772;2012;STRTUR;10
170772;2014;STRTUR;18
170772;2015;STRTUR;12
170772;2016;STRTUR;7
170772;2017;STRTUR;15
170772;2018;STRTUR;14
170806;2003;STRTUR;5
170806;2004;STRTUR;3
170806;2005;STRTUR;3
170806;2006;STRTUR;0
170813;2015;STRTUR;10
170813;2016;STRTUR;11
170813;2017;STRTUR;14
170813;2018;STRTUR;8
170816;2003;STRTUR;5
170845;2002;STRTUR;0
170845;2003;STRTUR;3
170845;2004;STRTUR;8
170845;2005;STRTUR;2
170845;2006;STRTUR;3
170845;2007;STRTUR;5
170845;2008;STRTUR;8
170845;2010;STRTUR;4
170854;2002;STRTUR;9
170854;2003;STRTUR;15
170854;2004;STRTUR;5
170862;2003;STRTUR;4
170862;2004;STRTUR;9
170862;2008;STRTUR;9
170890;2003;STRTUR;11
170890;2004;STRTUR;8
170890;2005;STRTUR;11
170890;2006;STRTUR;9
170890;2007;STRTUR;11
170890;2010;STRTUR;6
170971;2015;STRTUR;0
170971;2016;STRTUR;0
170999;2003;STRTUR;7
170999;2004;STRTUR;7
170999;2005;STRTUR;4
170999;2006;STRTUR;2
170999;2007;STRTUR;4
171063;2003;STRTUR;1
171063;2004;STRTUR;8
171063;2005;STRTUR;4
171063;2006;STRTUR;2
171096;2002;STRTUR;0
171096;2003;STRTUR;3
171096;2004;STRTUR;2
171096;2005;STRTUR;3
171096;2006;STRTUR;0
171096;2007;STRTUR;1
171096;2008;STRTUR;1
171096;2009;STRTUR;4
171096;2010;STRTUR;4
171096;2011;STRTUR;4
171096;2012;STRTUR;1
171096;2013;STRTUR;3
171096;2014;STRTUR;3
171096;2015;STRTUR;4
171096;2016;STRTUR;0
171096;2017;STRTUR;3
171096;2018;STRTUR;3
171232;2003;STRTUR;0
171232;2004;STRTUR;0
171232;2005;STRTUR;0
171232;2006;STRTUR;0
171232;2007;STRTUR;0
171232;2008;STRTUR;0
171232;2009;STRTUR;0
171232;2010;STRTUR;0
171232;2011;STRTUR;1
171232;2012;STRTUR;1
171232;2013;STRTUR;1
171232;2014;STRTUR;5
171359;2003;STRTUR;12
171359;2004;STRTUR;9
171359;2005;STRTUR;12
171359;2006;STRTUR;11
171359;2007;STRTUR;13
171359;2008;STRTUR;10
171359;2009;STRTUR;10
171359;2010;STRTUR;9
171359;2011;STRTUR;11
171359;2012;STRTUR;2
171359;2013;STRTUR;8
171359;2014;STRTUR;4
171359;2015;STRTUR;5
171359;2016;STRTUR;18
171359;2017;STRTUR;8
171359;2018;STRTUR;8
171573;2002;STRTUR;5
171573;2003;STRTUR;6
171573;2004;STRTUR;3
171584;2003;STRTUR;6
171584;2004;STRTUR;6
171596;2002;STRTUR;0
171596;2003;STRTUR;0
171596;2004;STRTUR;0
171596;2005;STRTUR;0
171596;2006;STRTUR;0
171660;2003;STRTUR;0
171660;2004;STRTUR;1
171660;2005;STRTUR;0
171660;2006;STRTUR;3
171704;2004;STRTUR;11
180261;2011;STRTUR;0
180261;2012;STRTUR;0
180261;2013;STRTUR;3
180261;2015;STRTUR;1
180261;2016;STRTUR;0
180261;2017;STRTUR;1
180261;2018;STRTUR;0
180440;2004;STRTUR;1
180440;2005;STRTUR;1
180440;2006;STRTUR;0
180440;2007;STRTUR;0
180440;2010;STRTUR;1
180440;2011;STRTUR;0
180667;2009;STRTUR;1
180978;2002;STRTUR;4
180978;2003;STRTUR;10
180978;2004;STRTUR;7
180978;2005;STRTUR;6
180978;2006;STRTUR;11
180978;2007;STRTUR;8
180978;2008;STRTUR;7
180978;2009;STRTUR;4
180978;2010;STRTUR;3
180978;2012;STRTUR;5
180978;2015;STRTUR;7
180978;2018;STRTUR;7
181009;2005;STRTUR;7
181209;2006;STRTUR;4
181675;2005;STRTUR;10
181675;2006;STRTUR;6
181675;2009;STRTUR;8
190051;2006;STRTUR;5
190051;2007;STRTUR;1
190051;2008;STRTUR;5
190051;2009;STRTUR;0
190051;2010;STRTUR;0
190051;2011;STRTUR;0
190051;2012;STRTUR;0
190051;2013;STRTUR;0
190051;2014;STRTUR;0
190051;2015;STRTUR;0
190128;2005;STRTUR;0
190128;2006;STRTUR;0
190128;2007;STRTUR;1
190128;2008;STRTUR;1
190128;2009;STRTUR;0
190128;2010;STRTUR;0
190128;2011;STRTUR;0
190128;2014;STRTUR;0
190293;2001;STRTUR;0
190293;2002;STRTUR;0
190293;2003;STRTUR;0
190293;2004;STRTUR;0
190293;2005;STRTUR;0
190293;2006;STRTUR;0
190293;2007;STRTUR;0
190293;2008;STRTUR;2
190293;2009;STRTUR;0
190293;2010;STRTUR;1
190293;2011;STRTUR;0
190293;2012;STRTUR;0
190293;2013;STRTUR;0
190293;2014;STRTUR;0
190293;2015;STRTUR;1
190293;2017;STRTUR;0
190293;2018;STRTUR;0
190295;2012;STRTUR;0
190295;2013;STRTUR;0
190295;2014;STRTUR;2
190295;2015;STRTUR;1
190295;2017;STRTUR;0
190295;2018;STRTUR;0
190420;2014;STRTUR;2
190437;2015;STRTUR;0
190448;2010;STRTUR;0
190448;2011;STRTUR;0
190470;2009;STRTUR;1
190470;2010;STRTUR;1
190470;2011;STRTUR;4
190470;2012;STRTUR;2
190470;2014;STRTUR;1
190581;2012;STRTUR;0
190651;2012;STRTUR;2
190651;2013;STRTUR;1
190651;2014;STRTUR;1
190651;2015;STRTUR;2
190699;2002;STRTUR;4
190699;2003;STRTUR;1
190699;2004;STRTUR;6
190699;2005;STRTUR;2
190699;2006;STRTUR;1
190699;2007;STRTUR;6
190708;2002;STRTUR;6
190708;2003;STRTUR;6
190708;2004;STRTUR;1
190708;2005;STRTUR;6
190708;2006;STRTUR;4
190708;2008;STRTUR;3
190708;2009;STRTUR;6
190772;2007;STRTUR;0
190772;2008;STRTUR;0
190772;2009;STRTUR;0
190772;2010;STRTUR;0
190772;2011;STRTUR;0
190772;2012;STRTUR;0
190772;2013;STRTUR;0
190772;2014;STRTUR;0
190772;2015;STRTUR;0
190780;2012;STRTUR;3
190820;2012;STRTUR;2
190820;2013;STRTUR;2
190820;2014;STRTUR;2
190820;2015;STRTUR;1
190832;2010;STRTUR;1
190873;2013;STRTUR;2
190873;2014;STRTUR;2
190873;2015;STRTUR;0
190907;2003;STRTUR;3
190907;2004;STRTUR;1
190907;2005;STRTUR;0
190907;2006;STRTUR;1
190907;2007;STRTUR;0
190907;2008;STRTUR;0
190907;2009;STRTUR;0
190912;2006;STRTUR;4
190912;2007;STRTUR;1
190912;2008;STRTUR;0
190912;2009;STRTUR;0
190912;2010;STRTUR;1
190912;2011;STRTUR;0
190912;2012;STRTUR;4
190912;2013;STRTUR;1
190912;2014;STRTUR;2
190912;2015;STRTUR;1
190942;2002;STRTUR;5
190942;2003;STRTUR;5
190942;2004;STRTUR;9
190942;2005;STRTUR;4
190942;2006;STRTUR;5
190942;2007;STRTUR;4
190942;2008;STRTUR;3
190942;2009;STRTUR;0
190942;2010;STRTUR;1
190942;2011;STRTUR;1
190942;2012;STRTUR;1
190942;2013;STRTUR;2
190942;2014;STRTUR;0
190946;2001;STRTUR;5
190946;2002;STRTUR;2
190946;2003;STRTUR;7
190946;2004;STRTUR;6
190946;2005;STRTUR;3
190946;2006;STRTUR;3
190946;2007;STRTUR;3
190946;2008;STRTUR;4
190946;2009;STRTUR;3
190946;2010;STRTUR;4
190946;2011;STRTUR;5
190988;2002;STRTUR;6
190988;2003;STRTUR;4
190988;2004;STRTUR;4
190988;2005;STRTUR;1
190988;2006;STRTUR;1
190988;2007;STRTUR;1
190988;2008;STRTUR;0
190988;2009;STRTUR;1
190996;2002;STRTUR;0
190996;2003;STRTUR;0
191023;2002;STRTUR;4
191023;2003;STRTUR;9
191023;2004;STRTUR;2
191023;2005;STRTUR;0
191023;2006;STRTUR;5
191023;2007;STRTUR;5
191023;2008;STRTUR;3
191024;2003;STRTUR;3
191024;2004;STRTUR;3
191024;2005;STRTUR;1
191024;2006;STRTUR;4
191024;2007;STRTUR;4
191024;2008;STRTUR;4
191024;2009;STRTUR;5
191024;2010;STRTUR;2
191024;2011;STRTUR;4
191047;2002;STRTUR;0
191055;2002;STRTUR;3
191055;2003;STRTUR;0
191055;2004;STRTUR;0
191055;2005;STRTUR;0
191055;2006;STRTUR;0
191055;2007;STRTUR;0
191055;2008;STRTUR;0
191055;2009;STRTUR;0
191055;2010;STRTUR;0
191055;2011;STRTUR;0
191055;2012;STRTUR;0
191096;2007;STRTUR;3
191136;2007;STRTUR;0
191136;2008;STRTUR;3
191140;2002;STRTUR;0
191140;2003;STRTUR;0
191140;2004;STRTUR;0
191140;2005;STRTUR;0
191140;2006;STRTUR;0
191140;2007;STRTUR;1
191140;2008;STRTUR;0
191140;2009;STRTUR;0
191140;2010;STRTUR;0
191140;2011;STRTUR;0
191187;2010;STRTUR;1
191212;2002;STRTUR;0
191212;2003;STRTUR;0
191212;2004;STRTUR;0
191212;2005;STRTUR;0
191212;2006;STRTUR;0
191212;2007;STRTUR;0
191212;2008;STRTUR;0
191212;2009;STRTUR;0
191212;2010;STRTUR;0
191212;2011;STRTUR;0
191218;2006;STRTUR;0
191218;2007;STRTUR;0
191218;2008;STRTUR;0
191218;2009;STRTUR;1
191218;2010;STRTUR;1
191218;2011;STRTUR;0
191218;2012;STRTUR;0
191218;2013;STRTUR;0
191218;2014;STRTUR;0
191218;2015;STRTUR;0
191283;2012;STRTUR;0
191283;2013;STRTUR;0
191304;2003;STRTUR;5
191304;2004;STRTUR;2
191304;2005;STRTUR;2
191304;2006;STRTUR;4
191304;2007;STRTUR;5
191304;2008;STRTUR;5
191304;2011;STRTUR;4
191304;2012;STRTUR;2
191304;2013;STRTUR;4
191304;2014;STRTUR;5
191305;2002;STRTUR;0
191307;2003;STRTUR;0
191307;2004;STRTUR;3
191307;2005;STRTUR;1
191307;2006;STRTUR;0
191307;2007;STRTUR;0
191307;2008;STRTUR;1
191307;2009;STRTUR;0
191307;2010;STRTUR;1
191307;2011;STRTUR;0
191307;2012;STRTUR;2
191307;2013;STRTUR;2
191307;2014;STRTUR;1
191307;2015;STRTUR;3
191341;2002;STRTUR;1
191341;2003;STRTUR;0
191341;2004;STRTUR;0
191341;2005;STRTUR;1
191341;2006;STRTUR;0
191341;2007;STRTUR;0
191341;2008;STRTUR;1
191341;2009;STRTUR;1
191341;2010;STRTUR;2
191354;2002;STRTUR;1
191354;2003;STRTUR;0
191354;2004;STRTUR;1
191354;2005;STRTUR;1
191354;2006;STRTUR;0
191354;2007;STRTUR;0
191354;2008;STRTUR;0
191354;2009;STRTUR;0
191354;2010;STRTUR;0
191354;2011;STRTUR;0
191354;2012;STRTUR;0
191372;2002;STRTUR;1
191372;2003;STRTUR;1
191372;2004;STRTUR;0
191372;2005;STRTUR;0
191372;2006;STRTUR;1
191372;2007;STRTUR;1
191397;2002;STRTUR;3
210074;2003;STRTUR;7
210074;2004;STRTUR;4
210074;2006;STRTUR;7
210074;2007;STRTUR;2
210074;2008;STRTUR;4
210074;2009;STRTUR;5
210074;2010;STRTUR;6
210074;2011;STRTUR;2
210074;2012;STRTUR;0
210074;2013;STRTUR;2
210074;2014;STRTUR;1
210074;2016;STRTUR;2
210074;2017;STRTUR;1
210074;2018;STRTUR;2
210208;2018;STRTUR;3
210234;2004;STRTUR;4
210234;2005;STRTUR;2
210234;2006;STRTUR;7
210234;2007;STRTUR;2
210234;2010;STRTUR;4
210234;2011;STRTUR;6
210234;2012;STRTUR;8
210234;2013;STRTUR;4
210234;2014;STRTUR;3
210234;2015;STRTUR;0
210255;2008;STRTUR;2
210255;2009;STRTUR;3
210255;2011;STRTUR;2
210255;2012;STRTUR;1
210255;2013;STRTUR;2
210255;2014;STRTUR;1
210255;2016;STRTUR;2
210255;2017;STRTUR;4
210255;2018;STRTUR;2
210257;2004;STRTUR;7
210257;2005;STRTUR;3
210257;2006;STRTUR;10
210257;2007;STRTUR;6
210257;2010;STRTUR;6
210257;2011;STRTUR;3
210257;2012;STRTUR;6
210257;2013;STRTUR;2
210257;2014;STRTUR;0
210257;2015;STRTUR;0
210258;2004;STRTUR;8
210258;2005;STRTUR;2
210258;2006;STRTUR;3
210258;2007;STRTUR;6
210258;2010;STRTUR;5
210258;2011;STRTUR;3
210258;2012;STRTUR;2
210258;2013;STRTUR;0
210258;2014;STRTUR;1
210258;2015;STRTUR;4
210259;2004;STRTUR;9
210259;2005;STRTUR;11
210259;2006;STRTUR;12
210259;2007;STRTUR;6
210259;2010;STRTUR;10
210259;2011;STRTUR;5
210259;2012;STRTUR;4
210259;2013;STRTUR;2
210259;2014;STRTUR;2
210259;2015;STRTUR;1
210261;2008;STRTUR;1
210261;2009;STRTUR;2
210261;2011;STRTUR;1
210261;2012;STRTUR;1
210261;2013;STRTUR;3
210261;2014;STRTUR;1
210282;2004;STRTUR;4
210282;2005;STRTUR;5
210282;2006;STRTUR;6
210282;2007;STRTUR;3
210282;2010;STRTUR;2
210282;2011;STRTUR;3
210282;2012;STRTUR;3
210282;2013;STRTUR;2
210282;2014;STRTUR;3
210282;2015;STRTUR;3
210372;2004;STRTUR;1
210372;2005;STRTUR;0
210372;2006;STRTUR;1
210372;2007;STRTUR;0
210372;2010;STRTUR;1
210372;2011;STRTUR;3
210372;2012;STRTUR;4
210372;2013;STRTUR;1
210372;2014;STRTUR;3
210372;2015;STRTUR;2
210372;2016;STRTUR;2
210372;2017;STRTUR;1
210372;2018;STRTUR;4
210475;2006;STRTUR;1
210475;2007;STRTUR;1
210475;2008;STRTUR;7
210475;2009;STRTUR;5
210475;2010;STRTUR;4
210475;2011;STRTUR;5
210475;2012;STRTUR;1
210475;2013;STRTUR;0
210475;2014;STRTUR;0
210475;2016;STRTUR;2
210475;2017;STRTUR;0
210475;2018;STRTUR;1
210491;2012;STRTUR;0
210491;2013;STRTUR;0
210491;2014;STRTUR;0
210491;2016;STRTUR;0
210491;2017;STRTUR;1
210491;2018;STRTUR;1
210521;2012;STRTUR;0
210521;2013;STRTUR;0
210521;2014;STRTUR;3
210521;2016;STRTUR;0
210521;2017;STRTUR;1
210521;2018;STRTUR;3
210528;2008;STRTUR;2
210528;2009;STRTUR;1
210528;2011;STRTUR;1
210545;2008;STRTUR;0
210545;2009;STRTUR;0
210545;2011;STRTUR;0
210545;2012;STRTUR;0
210545;2013;STRTUR;1
210545;2014;STRTUR;0
210545;2016;STRTUR;1
210545;2017;STRTUR;0
210545;2018;STRTUR;3
210565;2008;STRTUR;3
210565;2009;STRTUR;0
210565;2011;STRTUR;6
210594;2016;STRTUR;4
210594;2017;STRTUR;1
210594;2018;STRTUR;2
210696;2002;STRTUR;0
210696;2003;STRTUR;2
210696;2004;STRTUR;0
210696;2005;STRTUR;0
210696;2006;STRTUR;0
210696;2007;STRTUR;0
210696;2008;STRTUR;1
210696;2009;STRTUR;0
210696;2010;STRTUR;0
210696;2011;STRTUR;0
210750;2005;STRTUR;2
210750;2006;STRTUR;0
210750;2007;STRTUR;0
210750;2009;STRTUR;2
210824;2001;STRTUR;9
210824;2002;STRTUR;2
210824;2003;STRTUR;2
210824;2004;STRTUR;0
210824;2005;STRTUR;7
210824;2006;STRTUR;7
210824;2007;STRTUR;0
210824;2008;STRTUR;4
210824;2009;STRTUR;6
210824;2010;STRTUR;5
210824;2011;STRTUR;3
210824;2012;STRTUR;5
210824;2013;STRTUR;3
210824;2014;STRTUR;3
210824;2016;STRTUR;4
210863;2004;STRTUR;5
210863;2005;STRTUR;2
210863;2006;STRTUR;1
210863;2007;STRTUR;2
210863;2008;STRTUR;0
210863;2009;STRTUR;3
210863;2010;STRTUR;0
210863;2011;STRTUR;5
210863;2012;STRTUR;1
210863;2013;STRTUR;4
210863;2014;STRTUR;0
210863;2015;STRTUR;0
210864;2004;STRTUR;4
210864;2005;STRTUR;0
210864;2006;STRTUR;0
210864;2007;STRTUR;2
210864;2008;STRTUR;0
210864;2009;STRTUR;0
210864;2010;STRTUR;0
210864;2011;STRTUR;1
210864;2012;STRTUR;3
210864;2013;STRTUR;4
210864;2014;STRTUR;0
210864;2015;STRTUR;1
210869;2013;STRTUR;3
210895;2018;STRTUR;1
210914;2004;STRTUR;5
210914;2005;STRTUR;0
210914;2006;STRTUR;0
210914;2007;STRTUR;1
210914;2008;STRTUR;0
210914;2009;STRTUR;0
210914;2010;STRTUR;1
210914;2011;STRTUR;2
210914;2012;STRTUR;0
210914;2013;STRTUR;1
210914;2014;STRTUR;0
210914;2015;STRTUR;0
211015;2014;STRTUR;0
211037;2008;STRTUR;3
211037;2009;STRTUR;2
211037;2011;STRTUR;3
211037;2012;STRTUR;0
211037;2013;STRTUR;2
211037;2014;STRTUR;1
211037;2016;STRTUR;1
211037;2017;STRTUR;3
211037;2018;STRTUR;2
211044;2008;STRTUR;5
211044;2009;STRTUR;3
211044;2011;STRTUR;3
211044;2012;STRTUR;3
211044;2013;STRTUR;0
211044;2014;STRTUR;2
211044;2016;STRTUR;3
211044;2017;STRTUR;3
211044;2018;STRTUR;1
211050;2008;STRTUR;0
211050;2009;STRTUR;0
211050;2011;STRTUR;0
211050;2012;STRTUR;3
211050;2013;STRTUR;0
211050;2014;STRTUR;1
211050;2015;STRTUR;0
211050;2016;STRTUR;2
211050;2017;STRTUR;0
211050;2018;STRTUR;0
211057;2016;STRTUR;0
