carre;annee;espece;abond
80254;2014;STRTUR;0
80254;2018;STRTUR;0
80297;2002;STRTUR;2
80297;2003;STRTUR;2
80297;2004;STRTUR;2
80297;2005;STRTUR;2
80297;2006;STRTUR;0
80297;2007;STRTUR;4
80297;2008;STRTUR;1
80297;2009;STRTUR;3
80297;2010;STRTUR;1
80297;2011;STRTUR;0
80306;2004;STRTUR;1
80306;2005;STRTUR;0
80306;2006;STRTUR;0
80308;2002;STRTUR;0
80308;2004;STRTUR;0
80308;2005;STRTUR;0
80308;2006;STRTUR;0
80440;2004;STRTUR;2
80528;2004;STRTUR;0
80528;2007;STRTUR;0
80558;2018;STRTUR;0
80598;2001;STRTUR;4
80598;2002;STRTUR;6
80598;2003;STRTUR;1
80598;2004;STRTUR;3
80598;2005;STRTUR;3
80598;2006;STRTUR;2
80598;2007;STRTUR;1
80598;2008;STRTUR;2
80598;2009;STRTUR;2
80602;2018;STRTUR;1
80705;2018;STRTUR;0
80936;2004;STRTUR;5
80936;2005;STRTUR;4
80936;2006;STRTUR;6
80936;2007;STRTUR;4
80936;2008;STRTUR;1
80936;2009;STRTUR;2
80936;2010;STRTUR;0
80946;2009;STRTUR;0
80946;2010;STRTUR;8
80946;2011;STRTUR;7
80946;2012;STRTUR;1
80946;2013;STRTUR;1
80946;2014;STRTUR;0
80946;2015;STRTUR;2
80946;2016;STRTUR;2
80946;2017;STRTUR;1
80946;2018;STRTUR;2
80964;2009;STRTUR;2
80964;2010;STRTUR;2
80964;2011;STRTUR;4
80964;2012;STRTUR;0
80964;2013;STRTUR;0
80964;2014;STRTUR;1
80964;2015;STRTUR;3
80964;2016;STRTUR;2
80964;2017;STRTUR;1
80964;2018;STRTUR;0
81045;2001;STRTUR;0
81045;2002;STRTUR;0
81045;2003;STRTUR;1
81045;2004;STRTUR;1
81045;2005;STRTUR;0
81045;2006;STRTUR;0
81045;2007;STRTUR;0
81045;2008;STRTUR;0
81045;2009;STRTUR;0
81045;2010;STRTUR;0
81188;2001;STRTUR;2
81188;2002;STRTUR;5
81188;2003;STRTUR;2
81188;2004;STRTUR;4
81188;2005;STRTUR;3
81188;2006;STRTUR;5
81188;2007;STRTUR;2
81188;2008;STRTUR;4
81188;2009;STRTUR;1
81188;2010;STRTUR;4
81188;2011;STRTUR;1
81188;2012;STRTUR;1
81188;2013;STRTUR;2
81188;2014;STRTUR;0
81188;2015;STRTUR;0
81195;2003;STRTUR;4
81195;2004;STRTUR;4
81195;2005;STRTUR;5
81195;2006;STRTUR;2
81195;2007;STRTUR;3
81195;2008;STRTUR;2
81195;2009;STRTUR;3
81195;2010;STRTUR;0
81195;2011;STRTUR;3
81195;2012;STRTUR;1
81195;2013;STRTUR;0
81195;2014;STRTUR;1
81195;2015;STRTUR;0
81225;2005;STRTUR;0
90247;2006;STRTUR;1
90247;2007;STRTUR;2
90247;2008;STRTUR;5
90317;2002;STRTUR;0
90317;2003;STRTUR;1
90317;2005;STRTUR;0
90336;2002;STRTUR;0
90336;2003;STRTUR;1
90336;2004;STRTUR;2
90336;2005;STRTUR;6
90460;2002;STRTUR;3
90473;2012;STRTUR;1
90478;2002;STRTUR;0
90497;2003;STRTUR;5
90503;2013;STRTUR;0
90527;2012;STRTUR;0
90527;2013;STRTUR;0
90527;2014;STRTUR;0
90527;2015;STRTUR;0
90546;2003;STRTUR;0
90546;2004;STRTUR;1
90546;2005;STRTUR;1
90567;2002;STRTUR;0
90616;2010;STRTUR;0
90616;2014;STRTUR;0
90616;2015;STRTUR;0
90616;2016;STRTUR;0
90616;2018;STRTUR;0
90631;2002;STRTUR;0
90631;2003;STRTUR;0
90631;2004;STRTUR;0
90631;2005;STRTUR;0
90996;2015;STRTUR;0
90996;2016;STRTUR;0
91141;2005;STRTUR;0
100095;2014;STRTUR;6
100095;2015;STRTUR;1
100095;2016;STRTUR;3
100095;2017;STRTUR;0
100095;2018;STRTUR;0
100134;2003;STRTUR;1
100134;2008;STRTUR;2
100134;2009;STRTUR;4
100134;2010;STRTUR;9
100134;2014;STRTUR;0
100134;2018;STRTUR;0
100154;2003;STRTUR;10
100154;2011;STRTUR;10
100171;2008;STRTUR;2
100171;2009;STRTUR;1
100171;2010;STRTUR;2
100171;2018;STRTUR;0
100232;2009;STRTUR;7
100232;2010;STRTUR;13
100232;2011;STRTUR;10
100232;2012;STRTUR;10
100232;2013;STRTUR;7
100232;2014;STRTUR;6
100232;2015;STRTUR;7
100232;2016;STRTUR;7
100232;2017;STRTUR;6
100232;2018;STRTUR;5
100239;2002;STRTUR;0
100239;2003;STRTUR;5
100239;2004;STRTUR;3
100239;2005;STRTUR;2
100239;2009;STRTUR;0
100239;2010;STRTUR;0
100239;2011;STRTUR;1
100239;2012;STRTUR;0
100239;2014;STRTUR;0
100239;2015;STRTUR;0
100239;2016;STRTUR;0
100239;2017;STRTUR;0
100239;2018;STRTUR;0
100271;2012;STRTUR;3
100275;2008;STRTUR;1
100275;2009;STRTUR;0
100275;2010;STRTUR;0
100275;2011;STRTUR;0
100275;2012;STRTUR;0
100280;2007;STRTUR;5
100280;2008;STRTUR;4
100280;2009;STRTUR;6
100280;2010;STRTUR;5
100280;2011;STRTUR;4
100280;2012;STRTUR;4
100280;2013;STRTUR;5
100280;2014;STRTUR;1
100280;2016;STRTUR;3
100280;2017;STRTUR;5
100310;2005;STRTUR;7
100310;2006;STRTUR;10
100310;2007;STRTUR;8
100310;2008;STRTUR;2
100310;2009;STRTUR;8
100310;2010;STRTUR;8
100310;2011;STRTUR;9
100310;2012;STRTUR;5
100310;2013;STRTUR;1
100310;2014;STRTUR;5
100310;2015;STRTUR;1
100310;2016;STRTUR;0
100310;2017;STRTUR;4
100400;2008;STRTUR;0
100400;2009;STRTUR;3
100400;2010;STRTUR;0
100400;2018;STRTUR;0
100525;2002;STRTUR;2
100525;2003;STRTUR;4
100525;2004;STRTUR;3
100525;2005;STRTUR;6
100525;2006;STRTUR;0
100525;2007;STRTUR;2
100525;2008;STRTUR;3
100525;2009;STRTUR;4
100525;2010;STRTUR;3
100525;2011;STRTUR;2
100525;2012;STRTUR;1
100525;2013;STRTUR;1
100525;2014;STRTUR;1
100525;2015;STRTUR;3
100525;2017;STRTUR;0
100531;2013;STRTUR;5
100531;2014;STRTUR;2
100531;2015;STRTUR;2
100531;2016;STRTUR;3
100531;2017;STRTUR;2
100531;2018;STRTUR;2
100559;2012;STRTUR;1
100559;2013;STRTUR;0
100559;2014;STRTUR;1
100660;2016;STRTUR;0
100660;2017;STRTUR;1
100685;2002;STRTUR;6
100685;2003;STRTUR;1
100685;2004;STRTUR;0
100685;2005;STRTUR;0
100685;2006;STRTUR;3
100685;2007;STRTUR;0
100685;2009;STRTUR;0
100685;2010;STRTUR;2
100685;2011;STRTUR;0
100685;2012;STRTUR;0
100685;2013;STRTUR;0
100685;2014;STRTUR;0
100685;2015;STRTUR;0
100685;2017;STRTUR;0
100685;2018;STRTUR;0
100691;2001;STRTUR;1
100691;2002;STRTUR;1
100691;2003;STRTUR;5
100691;2004;STRTUR;2
100691;2005;STRTUR;9
100691;2006;STRTUR;5
100691;2007;STRTUR;10
100691;2008;STRTUR;4
100691;2009;STRTUR;5
100691;2010;STRTUR;5
100691;2011;STRTUR;6
100691;2012;STRTUR;3
100691;2014;STRTUR;4
100691;2015;STRTUR;4
100691;2016;STRTUR;4
100691;2017;STRTUR;3
100691;2018;STRTUR;1
100695;2006;STRTUR;3
100695;2007;STRTUR;5
100695;2011;STRTUR;1
100702;2001;STRTUR;6
100702;2002;STRTUR;5
100702;2003;STRTUR;2
100702;2004;STRTUR;3
100702;2005;STRTUR;2
100702;2006;STRTUR;4
100702;2007;STRTUR;7
100702;2008;STRTUR;3
100702;2009;STRTUR;1
100702;2010;STRTUR;3
100702;2011;STRTUR;1
100702;2012;STRTUR;1
100702;2013;STRTUR;1
100702;2014;STRTUR;5
100702;2015;STRTUR;3
100702;2016;STRTUR;2
100702;2017;STRTUR;1
100702;2018;STRTUR;5
100721;2012;STRTUR;3
100721;2013;STRTUR;5
100721;2014;STRTUR;3
100721;2015;STRTUR;2
100721;2016;STRTUR;5
100721;2017;STRTUR;0
100721;2018;STRTUR;1
100833;2001;STRTUR;4
100833;2002;STRTUR;1
100833;2003;STRTUR;6
100833;2004;STRTUR;1
100833;2005;STRTUR;1
100833;2006;STRTUR;2
100833;2007;STRTUR;4
100833;2011;STRTUR;1
100846;2012;STRTUR;2
100846;2013;STRTUR;1
100846;2014;STRTUR;4
100874;2002;STRTUR;3
100874;2003;STRTUR;1
100874;2004;STRTUR;2
100874;2005;STRTUR;4
100874;2006;STRTUR;0
100874;2007;STRTUR;2
100874;2008;STRTUR;0
100874;2009;STRTUR;3
100874;2010;STRTUR;1
100874;2011;STRTUR;2
100874;2012;STRTUR;1
100874;2013;STRTUR;0
100874;2014;STRTUR;2
100874;2015;STRTUR;0
100874;2018;STRTUR;1
100928;2001;STRTUR;4
100928;2002;STRTUR;7
100928;2003;STRTUR;4
100928;2004;STRTUR;3
100928;2005;STRTUR;3
100928;2006;STRTUR;3
100928;2007;STRTUR;5
100928;2008;STRTUR;6
100928;2009;STRTUR;1
100928;2010;STRTUR;2
100928;2011;STRTUR;2
100928;2012;STRTUR;1
100928;2013;STRTUR;1
100928;2014;STRTUR;2
100928;2015;STRTUR;0
100928;2016;STRTUR;0
100928;2017;STRTUR;1
100928;2018;STRTUR;3
100950;2005;STRTUR;5
100950;2006;STRTUR;2
101047;2012;STRTUR;10
101101;2005;STRTUR;2
101101;2006;STRTUR;7
101101;2007;STRTUR;1
101101;2008;STRTUR;7
101101;2009;STRTUR;10
101101;2010;STRTUR;9
101101;2011;STRTUR;9
101101;2012;STRTUR;7
101101;2014;STRTUR;5
101206;2004;STRTUR;3
101206;2005;STRTUR;5
101206;2006;STRTUR;2
101206;2007;STRTUR;5
101206;2008;STRTUR;0
101206;2009;STRTUR;4
101206;2010;STRTUR;3
101206;2011;STRTUR;3
101206;2012;STRTUR;5
110573;2002;STRTUR;0
110573;2003;STRTUR;2
110573;2004;STRTUR;0
110573;2005;STRTUR;0
110573;2006;STRTUR;1
110573;2007;STRTUR;1
110573;2008;STRTUR;1
110573;2009;STRTUR;0
110573;2010;STRTUR;1
110573;2011;STRTUR;2
110622;2002;STRTUR;1
110622;2003;STRTUR;0
110622;2004;STRTUR;0
110622;2005;STRTUR;0
110622;2006;STRTUR;1
110622;2007;STRTUR;1
110622;2008;STRTUR;0
110622;2009;STRTUR;0
110622;2010;STRTUR;0
110622;2011;STRTUR;1
110622;2013;STRTUR;0
110791;2001;STRTUR;0
110791;2002;STRTUR;0
110791;2003;STRTUR;0
110791;2004;STRTUR;1
110791;2005;STRTUR;0
110791;2006;STRTUR;1
110791;2007;STRTUR;1
110791;2008;STRTUR;0
110791;2009;STRTUR;0
110791;2010;STRTUR;1
110791;2011;STRTUR;1
111007;2004;STRTUR;0
111007;2005;STRTUR;0
111007;2009;STRTUR;4
111007;2010;STRTUR;9
111108;2002;STRTUR;2
111203;2009;STRTUR;0
111203;2010;STRTUR;0
111203;2011;STRTUR;0
111203;2012;STRTUR;0
111203;2013;STRTUR;1
111203;2014;STRTUR;0
111203;2015;STRTUR;1
111203;2016;STRTUR;0
111203;2017;STRTUR;0
111203;2018;STRTUR;0
111388;2006;STRTUR;0
120082;2004;STRTUR;1
120306;2014;STRTUR;0
120306;2015;STRTUR;0
120306;2016;STRTUR;0
120306;2017;STRTUR;0
120306;2018;STRTUR;0
120307;2006;STRTUR;0
120307;2007;STRTUR;0
120307;2008;STRTUR;0
120307;2009;STRTUR;0
120307;2010;STRTUR;0
120307;2011;STRTUR;0
120323;2016;STRTUR;0
120323;2017;STRTUR;1
120323;2018;STRTUR;0
120355;2010;STRTUR;1
120355;2011;STRTUR;0
120355;2012;STRTUR;0
120442;2004;STRTUR;5
120442;2005;STRTUR;6
120442;2008;STRTUR;3
120442;2009;STRTUR;5
120442;2010;STRTUR;8
120442;2011;STRTUR;2
120442;2012;STRTUR;5
120471;2008;STRTUR;0
120471;2009;STRTUR;0
120471;2010;STRTUR;0
120471;2011;STRTUR;0
120471;2012;STRTUR;0
120471;2013;STRTUR;0
120471;2016;STRTUR;6
120471;2017;STRTUR;0
120506;2004;STRTUR;0
120559;2017;STRTUR;1
120599;2017;STRTUR;0
120599;2018;STRTUR;2
120601;2004;STRTUR;0
120601;2005;STRTUR;2
120605;2004;STRTUR;5
120605;2005;STRTUR;10
120605;2006;STRTUR;4
120605;2007;STRTUR;5
120605;2008;STRTUR;2
120605;2009;STRTUR;10
120605;2010;STRTUR;11
120605;2011;STRTUR;5
120605;2012;STRTUR;5
120605;2013;STRTUR;5
120605;2014;STRTUR;5
120605;2015;STRTUR;7
120605;2016;STRTUR;6
120605;2017;STRTUR;9
120605;2018;STRTUR;7
120684;2004;STRTUR;0
120684;2005;STRTUR;4
120684;2006;STRTUR;2
120684;2007;STRTUR;1
120684;2008;STRTUR;2
120684;2009;STRTUR;4
120684;2010;STRTUR;0
120684;2011;STRTUR;4
120684;2012;STRTUR;2
120684;2013;STRTUR;1
120684;2014;STRTUR;1
120684;2015;STRTUR;0
120684;2016;STRTUR;1
120684;2017;STRTUR;1
120699;2017;STRTUR;1
120699;2018;STRTUR;0
120767;2016;STRTUR;0
120767;2017;STRTUR;0
120767;2018;STRTUR;0
120812;2017;STRTUR;1
120875;2008;STRTUR;3
120886;2002;STRTUR;0
120886;2003;STRTUR;1
120886;2004;STRTUR;0
120886;2005;STRTUR;0
120886;2006;STRTUR;0
120900;2008;STRTUR;0
120900;2009;STRTUR;0
120900;2010;STRTUR;0
120913;2008;STRTUR;1
120913;2009;STRTUR;0
120913;2010;STRTUR;1
120913;2011;STRTUR;4
120913;2012;STRTUR;2
120913;2013;STRTUR;5
120913;2014;STRTUR;0
120913;2015;STRTUR;2
120913;2016;STRTUR;0
120913;2017;STRTUR;2
120913;2018;STRTUR;0
120985;2005;STRTUR;1
120999;2004;STRTUR;3
120999;2005;STRTUR;0
121006;2013;STRTUR;2
121006;2014;STRTUR;4
121006;2015;STRTUR;5
121006;2016;STRTUR;4
121006;2017;STRTUR;5
121030;2017;STRTUR;5
121030;2018;STRTUR;3
121038;2002;STRTUR;1
121038;2003;STRTUR;1
121038;2004;STRTUR;0
121038;2005;STRTUR;0
121038;2006;STRTUR;0
121082;2002;STRTUR;1
121082;2003;STRTUR;0
121082;2005;STRTUR;0
121082;2006;STRTUR;0
121100;2003;STRTUR;1
121100;2004;STRTUR;2
121100;2005;STRTUR;7
121100;2006;STRTUR;0
121100;2007;STRTUR;1
121100;2008;STRTUR;0
121173;2002;STRTUR;0
121173;2003;STRTUR;1
121173;2004;STRTUR;3
121173;2005;STRTUR;2
121173;2006;STRTUR;3
121196;2017;STRTUR;0
121196;2018;STRTUR;0
121241;2004;STRTUR;7
121324;2008;STRTUR;2
121324;2009;STRTUR;0
121324;2010;STRTUR;0
121324;2011;STRTUR;0
121324;2013;STRTUR;0
121324;2014;STRTUR;0
121345;2004;STRTUR;2
121371;2002;STRTUR;1
121371;2003;STRTUR;0
121371;2004;STRTUR;2
121371;2005;STRTUR;1
121371;2006;STRTUR;2
121371;2007;STRTUR;1
121427;2017;STRTUR;0
121427;2018;STRTUR;0
121736;2005;STRTUR;8
121736;2006;STRTUR;4
121736;2007;STRTUR;8
121736;2008;STRTUR;6
121736;2009;STRTUR;7
121736;2010;STRTUR;8
121736;2011;STRTUR;6
121736;2012;STRTUR;3
121835;2008;STRTUR;0
121835;2009;STRTUR;1
121835;2010;STRTUR;3
121835;2011;STRTUR;8
121835;2012;STRTUR;1
121835;2013;STRTUR;6
121835;2014;STRTUR;3
121835;2015;STRTUR;2
121835;2016;STRTUR;0
121835;2017;STRTUR;2
121835;2018;STRTUR;5
121883;2004;STRTUR;3
121883;2005;STRTUR;2
121883;2006;STRTUR;8
121883;2007;STRTUR;4
121913;2008;STRTUR;0
121913;2009;STRTUR;1
121913;2010;STRTUR;0
121913;2011;STRTUR;0
121913;2013;STRTUR;0
121913;2014;STRTUR;0
121913;2016;STRTUR;0
121913;2017;STRTUR;0
122127;2017;STRTUR;0
130007;2006;STRTUR;1
130007;2007;STRTUR;3
130007;2008;STRTUR;0
130007;2009;STRTUR;0
130007;2010;STRTUR;0
130007;2011;STRTUR;0
130087;2002;STRTUR;0
130087;2003;STRTUR;0
130087;2005;STRTUR;0
130108;2005;STRTUR;1
130108;2006;STRTUR;0
130108;2007;STRTUR;1
130108;2008;STRTUR;0
130108;2010;STRTUR;0
130108;2011;STRTUR;0
130108;2012;STRTUR;0
130153;2002;STRTUR;0
130153;2003;STRTUR;0
130153;2004;STRTUR;0
130155;2014;STRTUR;0
130158;2002;STRTUR;0
130158;2003;STRTUR;2
130158;2004;STRTUR;4
130158;2005;STRTUR;1
130158;2006;STRTUR;9
130158;2007;STRTUR;3
130158;2008;STRTUR;2
130158;2009;STRTUR;0
130190;2001;STRTUR;3
130190;2010;STRTUR;0
130190;2011;STRTUR;0
130190;2012;STRTUR;0
130190;2013;STRTUR;0
130190;2014;STRTUR;0
130213;2013;STRTUR;0
130213;2014;STRTUR;3
130225;2010;STRTUR;2
130225;2011;STRTUR;2
130225;2012;STRTUR;0
130225;2013;STRTUR;0
130225;2014;STRTUR;2
130227;2006;STRTUR;2
130227;2007;STRTUR;6
130227;2008;STRTUR;6
130339;2006;STRTUR;5
130363;2001;STRTUR;0
130363;2002;STRTUR;0
130363;2003;STRTUR;1
130363;2004;STRTUR;0
130363;2005;STRTUR;0
130363;2006;STRTUR;0
130363;2007;STRTUR;1
130363;2008;STRTUR;0
130363;2009;STRTUR;0
130363;2010;STRTUR;0
130363;2011;STRTUR;0
130363;2012;STRTUR;0
130465;2009;STRTUR;0
130465;2010;STRTUR;0
130477;2004;STRTUR;0
130488;2006;STRTUR;2
130488;2007;STRTUR;5
130488;2008;STRTUR;8
130488;2009;STRTUR;5
130577;2004;STRTUR;0
130577;2009;STRTUR;1
130577;2010;STRTUR;1
130600;2008;STRTUR;0
130600;2009;STRTUR;2
130600;2010;STRTUR;0
130600;2011;STRTUR;2
130630;2004;STRTUR;0
130630;2005;STRTUR;0
130630;2006;STRTUR;0
130630;2007;STRTUR;0
130630;2008;STRTUR;0
130630;2009;STRTUR;0
130630;2010;STRTUR;0
130722;2009;STRTUR;1
130722;2010;STRTUR;0
130722;2011;STRTUR;0
130722;2012;STRTUR;0
130786;2001;STRTUR;13
130786;2002;STRTUR;6
130786;2003;STRTUR;12
130786;2004;STRTUR;6
130786;2005;STRTUR;4
130786;2006;STRTUR;8
130786;2007;STRTUR;6
130786;2008;STRTUR;0
130786;2009;STRTUR;7
130786;2010;STRTUR;7
130786;2011;STRTUR;7
130786;2012;STRTUR;7
130786;2013;STRTUR;7
130786;2014;STRTUR;6
130793;2004;STRTUR;0
130793;2005;STRTUR;0
130793;2006;STRTUR;0
130793;2007;STRTUR;2
130793;2008;STRTUR;3
130793;2010;STRTUR;3
130847;2003;STRTUR;0
130868;2003;STRTUR;6
130868;2004;STRTUR;5
130868;2005;STRTUR;3
130868;2007;STRTUR;2
130868;2008;STRTUR;5
130868;2009;STRTUR;7
130868;2010;STRTUR;6
130868;2011;STRTUR;5
130868;2012;STRTUR;0
130868;2013;STRTUR;4
130868;2014;STRTUR;4
130947;2001;STRTUR;4
130947;2009;STRTUR;7
130995;2002;STRTUR;0
130995;2003;STRTUR;0
130995;2004;STRTUR;0
130995;2005;STRTUR;0
130995;2006;STRTUR;0
130995;2012;STRTUR;0
130995;2013;STRTUR;0
130995;2014;STRTUR;0
131059;2002;STRTUR;0
131059;2003;STRTUR;0
131059;2004;STRTUR;1
131059;2005;STRTUR;0
131059;2007;STRTUR;0
131059;2009;STRTUR;0
131059;2010;STRTUR;0
131092;2002;STRTUR;0
131092;2003;STRTUR;0
131092;2004;STRTUR;0
131092;2005;STRTUR;0
131092;2006;STRTUR;0
131092;2007;STRTUR;0
131092;2009;STRTUR;0
131092;2010;STRTUR;0
131092;2011;STRTUR;0
131092;2012;STRTUR;0
131152;2007;STRTUR;0
131152;2008;STRTUR;0
131152;2009;STRTUR;0
131152;2010;STRTUR;0
131152;2011;STRTUR;0
131203;2005;STRTUR;0
131203;2006;STRTUR;0
131203;2007;STRTUR;0
131260;2003;STRTUR;0
131260;2006;STRTUR;1
131260;2007;STRTUR;0
131260;2008;STRTUR;0
131268;2006;STRTUR;0
140071;2003;STRTUR;0
140099;2007;STRTUR;0
140099;2008;STRTUR;0
140099;2009;STRTUR;0
140099;2010;STRTUR;0
140099;2011;STRTUR;0
140099;2014;STRTUR;0
140105;2003;STRTUR;0
140180;2007;STRTUR;0
140180;2008;STRTUR;0
140180;2009;STRTUR;0
140180;2010;STRTUR;0
140180;2011;STRTUR;1
140180;2012;STRTUR;0
140180;2013;STRTUR;3
140197;2003;STRTUR;0
140197;2004;STRTUR;0
140197;2013;STRTUR;0
140243;2003;STRTUR;0
140243;2004;STRTUR;0
140243;2005;STRTUR;0
140243;2006;STRTUR;0
140243;2007;STRTUR;0
140243;2008;STRTUR;0
140243;2009;STRTUR;0
140243;2010;STRTUR;0
140243;2011;STRTUR;0
140243;2012;STRTUR;0
140243;2013;STRTUR;0
140246;2004;STRTUR;2
140246;2005;STRTUR;1
140246;2006;STRTUR;1
140246;2007;STRTUR;2
140246;2008;STRTUR;2
140246;2009;STRTUR;1
140246;2010;STRTUR;1
140246;2011;STRTUR;0
140246;2012;STRTUR;1
140246;2013;STRTUR;0
140289;2003;STRTUR;0
140289;2004;STRTUR;1
140310;2010;STRTUR;0
140388;2004;STRTUR;0
140396;2003;STRTUR;3
140396;2004;STRTUR;0
140396;2005;STRTUR;1
140396;2006;STRTUR;3
140396;2007;STRTUR;6
140396;2008;STRTUR;1
140396;2009;STRTUR;0
140396;2010;STRTUR;0
140399;2003;STRTUR;1
140399;2004;STRTUR;0
140399;2005;STRTUR;1
140399;2006;STRTUR;0
140399;2007;STRTUR;0
140399;2008;STRTUR;0
140399;2009;STRTUR;0
140399;2010;STRTUR;0
140399;2011;STRTUR;0
140399;2012;STRTUR;0
140399;2013;STRTUR;0
140417;2003;STRTUR;4
140417;2004;STRTUR;2
140417;2005;STRTUR;2
140417;2006;STRTUR;1
140417;2007;STRTUR;0
140461;2003;STRTUR;3
140461;2004;STRTUR;0
140461;2005;STRTUR;0
140461;2006;STRTUR;0
140461;2007;STRTUR;0
140497;2010;STRTUR;0
140530;2003;STRTUR;0
140530;2004;STRTUR;0
140530;2005;STRTUR;0
140726;2004;STRTUR;0
140726;2005;STRTUR;0
140726;2006;STRTUR;0
140726;2007;STRTUR;0
140726;2008;STRTUR;0
140726;2009;STRTUR;0
140726;2010;STRTUR;0
140726;2011;STRTUR;0
140726;2012;STRTUR;0
140726;2013;STRTUR;0
140764;2012;STRTUR;0
140764;2013;STRTUR;0
140822;2007;STRTUR;0
140872;2005;STRTUR;3
140872;2006;STRTUR;3
140872;2007;STRTUR;1
140872;2008;STRTUR;0
140872;2009;STRTUR;1
140872;2010;STRTUR;4
140872;2011;STRTUR;3
140872;2012;STRTUR;1
140872;2013;STRTUR;7
140929;2008;STRTUR;2
140929;2009;STRTUR;0
140933;2003;STRTUR;2
140933;2004;STRTUR;0
140933;2005;STRTUR;1
140933;2007;STRTUR;0
140933;2008;STRTUR;0
140933;2009;STRTUR;1
140933;2010;STRTUR;0
140933;2011;STRTUR;1
140933;2012;STRTUR;1
140933;2013;STRTUR;1
140980;2003;STRTUR;0
140980;2004;STRTUR;0
140980;2005;STRTUR;3
140980;2007;STRTUR;0
140980;2008;STRTUR;0
140980;2009;STRTUR;0
140980;2010;STRTUR;0
140980;2011;STRTUR;1
140980;2012;STRTUR;0
140980;2013;STRTUR;0
141110;2012;STRTUR;0
141110;2013;STRTUR;0
141328;2003;STRTUR;0
141328;2004;STRTUR;1
141328;2005;STRTUR;1
141328;2006;STRTUR;1
141328;2007;STRTUR;0
141328;2008;STRTUR;0
141328;2009;STRTUR;0
141328;2010;STRTUR;0
141328;2011;STRTUR;0
141328;2013;STRTUR;0
141351;2005;STRTUR;1
141400;2003;STRTUR;0
141400;2004;STRTUR;1
141400;2005;STRTUR;2
141400;2006;STRTUR;0
141400;2007;STRTUR;0
141400;2008;STRTUR;0
141400;2009;STRTUR;0
141400;2010;STRTUR;1
141400;2011;STRTUR;2
141400;2013;STRTUR;2
150198;2006;STRTUR;0
150198;2009;STRTUR;0
150198;2010;STRTUR;0
150370;2005;STRTUR;0
150370;2006;STRTUR;0
150370;2007;STRTUR;0
150370;2008;STRTUR;0
150370;2009;STRTUR;0
150370;2010;STRTUR;0
150370;2011;STRTUR;0
150370;2012;STRTUR;0
150370;2013;STRTUR;0
150370;2014;STRTUR;0
150370;2015;STRTUR;0
150370;2016;STRTUR;0
150370;2017;STRTUR;0
150370;2018;STRTUR;0
150424;2003;STRTUR;0
150424;2004;STRTUR;1
150424;2005;STRTUR;0
150424;2006;STRTUR;0
150424;2007;STRTUR;0
150424;2008;STRTUR;0
150424;2009;STRTUR;0
150424;2010;STRTUR;0
150424;2011;STRTUR;0
150424;2012;STRTUR;0
150424;2013;STRTUR;0
150424;2014;STRTUR;0
150424;2015;STRTUR;0
150424;2016;STRTUR;0
150424;2017;STRTUR;0
150526;2002;STRTUR;0
150526;2003;STRTUR;0
150526;2004;STRTUR;0
150526;2005;STRTUR;0
150526;2006;STRTUR;0
150526;2007;STRTUR;0
150526;2008;STRTUR;0
150526;2009;STRTUR;0
150600;2003;STRTUR;0
150600;2004;STRTUR;0
150600;2006;STRTUR;0
150600;2007;STRTUR;0
150600;2008;STRTUR;1
150600;2009;STRTUR;0
150600;2010;STRTUR;0
150600;2011;STRTUR;0
150600;2012;STRTUR;0
150600;2013;STRTUR;0
150600;2014;STRTUR;0
150618;2002;STRTUR;0
150618;2003;STRTUR;0
150618;2004;STRTUR;0
150618;2005;STRTUR;0
150618;2006;STRTUR;0
150618;2007;STRTUR;0
150618;2008;STRTUR;0
150618;2009;STRTUR;0
150663;2016;STRTUR;0
150663;2017;STRTUR;0
150663;2018;STRTUR;0
150760;2015;STRTUR;0
150760;2016;STRTUR;0
150760;2017;STRTUR;0
150760;2018;STRTUR;0
150807;2008;STRTUR;0
150807;2009;STRTUR;0
150977;2002;STRTUR;1
150977;2003;STRTUR;3
150977;2004;STRTUR;1
150977;2005;STRTUR;0
150977;2006;STRTUR;0
150977;2007;STRTUR;0
150977;2008;STRTUR;0
150983;2003;STRTUR;0
150983;2004;STRTUR;0
151055;2005;STRTUR;0
151055;2006;STRTUR;0
151055;2007;STRTUR;0
151055;2008;STRTUR;0
151055;2009;STRTUR;0
151055;2010;STRTUR;0
151055;2011;STRTUR;0
151055;2012;STRTUR;0
151055;2013;STRTUR;0
151055;2014;STRTUR;0
151055;2015;STRTUR;1
151055;2016;STRTUR;0
151055;2017;STRTUR;0
151055;2018;STRTUR;0
151056;2005;STRTUR;0
151056;2006;STRTUR;0
151056;2007;STRTUR;0
151056;2008;STRTUR;0
151056;2009;STRTUR;0
151056;2010;STRTUR;0
151056;2011;STRTUR;0
151056;2012;STRTUR;0
151056;2013;STRTUR;0
151056;2014;STRTUR;0
151056;2015;STRTUR;0
151056;2016;STRTUR;0
151056;2017;STRTUR;0
151056;2018;STRTUR;0
151129;2006;STRTUR;0
151137;2005;STRTUR;0
151137;2006;STRTUR;0
151137;2007;STRTUR;0
151137;2008;STRTUR;0
151137;2009;STRTUR;0
151137;2010;STRTUR;0
151137;2011;STRTUR;0
151137;2012;STRTUR;0
151137;2013;STRTUR;0
151137;2014;STRTUR;0
151137;2015;STRTUR;0
151137;2016;STRTUR;0
151137;2017;STRTUR;0
151137;2018;STRTUR;0
151219;2003;STRTUR;2
