"nom du fichier"	"tadarida_taxon"	"temps_debut"	"temps_fin"	"frequence_mediane"	"tadarida_probabilite"	"tadarida_taxon_autre"	"observateur_taxon"	"observateur_probabilite"	"validateur_taxon"	"validateur_probabilite"	"participation"	"amph"	"Antius"	"Antped"	"Antsor"	"Aposp"	"Barbar"	"Barfis"	"Barsan"	"Barser"	"Bicbic"	"chirp"	"Cicatr"	"Cicorn"	"Concon"	"Confus"	"Corcho"	"criq"	"Cympud"	"Cyrscu"	"Decalb"	"Epheph"	"Eptnil"	"Eptser"	"Eupsp"	"gril"	"Hypsav"	"Insp11"	"Insp12"	"Inssp5"	"Inssp6"	"Inssp7"	"Inssp8"	"Inssp9"	"Isopyr"	"Lamsp."	"Leppun"	"Lyrple"	"mamm"	"Metsau"	"Micagr"	"Minsch"	"Mussp"	"Myoalc"	"Myobec"	"Myobra"	"Myocap"	"Myodas"	"Myodau"	"Myoema"	"MyoGT"	"Myomys"	"Myonat"	"noise"	"Nyclas"	"Nyclei"	"Nycnoc"	"Ortsp."	"Phafal"	"Phanan"	"Phofem"	"Phogri"	"piaf"	"Pipkuh"	"Pipnat"	"Pippip"	"Pippyg"	"Plaaff"	"Plaalb"	"Plafal"	"Plaint"	"Plasab"	"Pleaur"	"Pleaus"	"Plemac"	"Ptebon"	"Ptecor"	"Pteger"	"Ptepon"	"Ratnor"	"Rhieur"	"Rhifer"	"Rhihip"	"Roeroe"	"Rusnit"	"Sepsep"	"Tadten"	"Testes"	"Tetcan"	"Tetpyg"	"Tetvir"	"Thycor"	"Tyllil"	"Urobre"	"Urorug"	"Vesmur"	"Yerbey"	"Yerray"	"Zeuabb"	"ProbEsp_C2bs"	"IdScore"	"IdProb"	"IdV"	"ConfV"	"Session"	"TimeNum"	"IdExtrap"	"TypeE"
"Car291547-2017-Pass1-Z1-017329_0_20170610_040734_813"	"noise"	0.9	3.5	48	0.67	""	""	""	""	""	"5953ed2308e75a000faee4e8"	0.008	0	0	0.002	0	0	0	0	0	0	0.004	0	0	0	0.008	0	0	0.006	0	0	0	0.002	0	0	0.012	0.014	0	0	0	0.004	0	0	0	0	0.002	0.026	0	0	0	0.002	0	0.024	0.024	0	0.002	0.006	0	0.012	0.01	0	0.028	0.042	0.516	0.006	0	0	0	0.002	0	0.004	0.028	0.018	0.01	0	0.028	0	0	0	0	0.002	0	0.004	0.004	0	0	0	0	0	0	0.006	0.002	0.014	0.01	0.016	0.016	0.008	0.01	0	0	0.056	0	0	0	0	0	0	0.002	0	"noise"	0.516	0.902541534005284	""	""	"09/06/2017"	1497060454.813	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_040747_745"	"noise"	3.2	3.3	15	0.738	""	""	""	""	""	"5953ed2308e75a000faee4e8"	0.026	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0.002	0.002	0	0.002	0	0.028	0.008	0	0.006	0	0	0	0	0	0.002	0	0.004	0	0.042	0	0.012	0	0	0	0	0	0	0	0	0	0.002	0.004	0.01	0.62	0	0.002	0.004	0	0.002	0.01	0	0.018	0.092	0.002	0.002	0.026	0.004	0.002	0.002	0	0.002	0	0	0.006	0	0	0	0	0	0	0.002	0	0.004	0.002	0.002	0	0.012	0	0	0	0.03	0	0	0	0	0	0	0	0	"noise"	0.62	0.96546923143155	""	""	"09/06/2017"	1497060467.745	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_040759_395"	"noise"	2.1	2.3	15	0.368	"Phogri"	""	""	""	""	"5953ed2308e75a000faee4e8"	0.022	0	0	0.002	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0.004	0.002	0.002	0.002	0	0.002	0	0.058	0.006	0	0.004	0	0.004	0	0	0	0.002	0	0.004	0	0.024	0	0.038	0	0	0	0	0	0	0	0	0	0	0.004	0.012	0.582	0.004	0.01	0.002	0	0.002	0.004	0.002	0.028	0.07	0	0.004	0.014	0.002	0	0.002	0.002	0.002	0	0.006	0.002	0	0	0	0	0	0	0.002	0	0.002	0.004	0.01	0.002	0.006	0	0	0	0.036	0.004	0.002	0	0	0	0	0	0	"noise"	0.582	0.949166207367314	""	""	"09/06/2017"	1497060479.395	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_040830_589"	"noise"	0	1.2	15	0.334	"Phogri"	""	""	""	""	"5953ed2308e75a000faee4e8"	0.024	0	0	0.002	0	0.002	0	0	0	0	0	0	0	0	0.002	0	0	0.004	0.002	0	0.004	0	0.002	0	0.06	0.01	0	0.006	0	0.002	0	0	0	0.004	0.002	0.006	0	0.026	0	0.03	0	0	0	0	0	0	0	0.004	0	0	0.006	0.01	0.538	0.004	0.014	0.004	0	0.002	0.004	0	0.032	0.08	0	0.002	0.01	0.002	0.002	0.002	0.002	0.004	0	0.006	0.002	0.002	0	0	0	0	0.002	0.002	0	0.002	0.004	0.012	0.002	0.006	0	0	0	0.044	0.004	0.002	0	0	0	0	0	0	"noise"	0.538	0.921255801458289	""	""	"09/06/2017"	1497060510.589	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_040852_389"	"noise"	0.4	0.6	8	0.438	"Phogri"	""	""	""	""	"5953ed2308e75a000faee4e8"	0.02	0	0	0	0	0.002	0	0	0	0	0	0	0.002	0	0	0	0	0.002	0	0	0.004	0	0.002	0.002	0.07	0.008	0	0.002	0	0.002	0	0	0	0.002	0.002	0.006	0.002	0.026	0	0.022	0	0	0	0	0	0	0	0	0	0	0.002	0.01	0.6	0.002	0.004	0.004	0	0.002	0.004	0	0.022	0.088	0	0.002	0.01	0.002	0	0	0	0.002	0	0.004	0.004	0.002	0	0	0	0	0	0.002	0	0	0.004	0.006	0	0.014	0	0	0	0.032	0.002	0	0	0	0	0	0	0	"noise"	0.6	0.957640034816146	""	""	"09/06/2017"	1497060532.389	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_040918_656"	"noise"	0.1	5	29	0.676	""	""	""	""	""	"5953ed2308e75a000faee4e8"	0.04	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0.004	0	0.002	0.002	0.002	0.01	0	0.02	0.016	0	0.004	0	0	0	0	0	0.002	0.002	0.024	0	0.018	0	0.03	0	0.006	0	0	0	0.002	0	0.01	0.002	0	0.002	0.01	0.53	0.002	0.006	0.002	0	0.002	0.01	0	0.038	0.032	0	0.002	0.034	0.01	0.002	0.002	0	0.002	0	0.002	0	0.002	0	0	0	0	0	0.004	0	0.006	0.002	0.01	0	0.006	0.002	0	0	0.072	0	0.002	0	0	0	0	0.002	0	"noise"	0.53	0.914864748639981	""	""	"09/06/2017"	1497060558.656	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_040926_006"	"noise"	0	0.4	10	0.47	""	""	""	""	""	"5953ed2308e75a000faee4e8"	0.022	0	0	0	0	0.002	0	0	0.002	0	0	0	0.002	0	0	0	0	0.002	0	0	0.006	0.002	0.004	0.002	0.042	0.012	0	0.002	0	0.002	0	0	0	0.002	0.002	0.006	0	0.028	0	0.016	0	0	0	0	0	0	0	0	0	0	0.002	0.008	0.632	0.002	0.004	0.004	0	0.002	0.002	0	0.02	0.074	0	0.002	0.006	0.002	0.004	0	0	0.002	0	0.002	0.006	0.002	0	0	0	0	0	0.002	0	0	0.002	0.006	0	0.016	0	0	0	0.042	0	0	0	0	0	0	0	0	"noise"	0.632	0.969476536373348	""	""	"09/06/2017"	1497060566.006	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_040932_962"	"noise"	0.3	0.6	12	0.47	""	""	""	""	""	"5953ed2308e75a000faee4e8"	0.024	0	0	0	0	0.002	0	0	0.002	0	0	0	0.002	0	0	0	0	0.002	0	0	0.006	0.002	0.004	0.002	0.04	0.008	0	0.002	0	0.002	0	0	0	0.002	0.002	0.004	0	0.03	0	0.016	0	0	0	0	0	0	0	0	0	0	0.002	0.008	0.632	0.002	0.004	0.004	0	0.002	0.002	0	0.024	0.078	0	0	0.008	0.002	0.002	0.002	0	0.002	0	0.002	0.006	0.002	0	0	0	0	0	0.002	0	0	0.002	0.006	0	0.01	0	0	0	0.044	0	0	0	0	0	0	0	0	"noise"	0.632	0.969476536373348	""	""	"09/06/2017"	1497060572.962	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_040948_167"	"noise"	0.3	1.5	17	0.562	""	""	""	""	""	"5953ed2308e75a000faee4e8"	0.028	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0.002	0.002	0.002	0.004	0	0.026	0.008	0	0.008	0	0.002	0	0	0	0.002	0	0.012	0	0.026	0	0.016	0	0	0	0	0	0	0	0	0.002	0	0.002	0.008	0.642	0.002	0.004	0.004	0	0.004	0.006	0	0.032	0.046	0	0.002	0.01	0.004	0.004	0.002	0	0.002	0	0.008	0.006	0.004	0	0	0	0	0	0.002	0	0.004	0.002	0.006	0	0.004	0	0	0	0.038	0	0.006	0	0	0	0	0	0	"noise"	0.642	0.972468534968412	""	""	"09/06/2017"	1497060588.167	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_040956_439"	"noise"	0.2	0.6	11	0.538	""	""	""	""	""	"5953ed2308e75a000faee4e8"	0.022	0	0	0	0	0.002	0	0	0.002	0	0	0	0.002	0	0	0	0	0.002	0	0	0.006	0.002	0.004	0	0.036	0.012	0	0.002	0	0.002	0	0	0	0.002	0.002	0.01	0	0.028	0	0.012	0	0	0	0	0	0	0	0	0	0	0.002	0.008	0.628	0.002	0.004	0.004	0	0.002	0	0	0.028	0.074	0	0.002	0.006	0.004	0.004	0	0	0.006	0	0.002	0.006	0.002	0	0	0	0	0	0.002	0	0	0.002	0.004	0	0.014	0	0	0	0.046	0	0	0	0	0	0	0	0	"noise"	0.628	0.96819350777571	""	""	"09/06/2017"	1497060596.439	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041015_205"	"noise"	0.4	1	33	0.612	"Leppun"	""	""	""	""	"5953ed2308e75a000faee4e8"	0.024	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0.008	0	0	0.004	0	0.006	0.004	0.006	0.008	0	0.022	0.016	0	0.004	0	0.002	0	0	0	0.002	0.006	0.018	0	0.01	0	0.024	0	0.01	0	0	0.002	0	0	0.006	0.002	0	0.004	0.008	0.59	0.006	0.002	0.002	0	0.002	0.004	0	0.024	0.032	0	0.006	0.01	0.006	0.002	0.002	0	0.004	0	0.002	0.002	0.002	0.002	0	0.002	0	0	0.002	0	0.006	0.004	0.016	0	0.002	0.004	0	0	0.064	0	0	0	0	0	0	0	0	"noise"	0.59	0.953114235306192	""	""	"09/06/2017"	1497060615.205	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041024_366"	"noise"	0	3.4	9	0.55	"Tetvir, Phogri"	""	""	""	""	"5953ed2308e75a000faee4e8"	0.026	0	0	0	0	0	0	0	0.002	0	0	0	0.002	0	0	0	0	0.002	0	0	0.006	0.002	0.004	0	0.032	0.012	0	0.004	0	0	0	0	0	0.002	0.002	0.01	0	0.034	0	0.008	0	0	0	0	0	0.002	0	0.002	0.002	0	0.002	0.004	0.61	0.002	0.004	0.004	0	0.002	0	0	0.032	0.06	0	0.006	0.008	0.006	0.004	0	0	0.008	0	0.002	0.002	0.002	0	0	0	0	0	0.002	0	0.002	0.002	0.006	0	0.02	0	0	0	0.056	0	0	0	0	0	0	0	0	"noise"	0.61	0.961746500736831	""	""	"09/06/2017"	1497060624.366	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041041_239"	"noise"	0.9	2.4	8	0.386	"Phogri"	""	""	""	""	"5953ed2308e75a000faee4e8"	0.02	0	0	0.002	0	0.002	0	0	0	0	0	0	0.002	0	0.002	0	0	0.004	0	0	0.004	0	0.002	0	0.076	0.012	0	0.004	0	0.002	0	0	0	0.002	0.002	0.01	0.002	0.022	0	0.03	0	0	0	0	0	0	0	0	0	0	0.004	0.01	0.554	0.004	0.01	0.004	0	0.002	0	0	0.02	0.084	0	0.004	0.012	0.002	0.002	0.002	0.002	0.002	0	0.004	0.002	0	0	0	0	0	0	0.002	0	0	0.004	0.008	0.002	0.012	0	0.002	0	0.042	0.004	0	0	0	0	0	0	0	"noise"	0.554	0.932738024551217	""	""	"09/06/2017"	1497060641.239	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041044_286"	"noise"	0.6	2.2	19	0.358	"Phogri, piaf"	""	""	""	""	"5953ed2308e75a000faee4e8"	0.026	0	0	0.004	0	0.002	0	0	0	0	0	0	0	0	0.002	0	0	0.006	0.004	0	0.004	0	0.004	0	0.048	0.01	0	0.01	0	0	0	0	0	0.002	0	0.002	0	0.012	0	0.044	0	0.002	0	0	0	0	0	0	0	0	0.006	0.012	0.558	0.004	0.014	0.004	0	0.002	0.01	0	0.036	0.046	0	0.002	0.01	0.002	0.004	0.004	0	0.002	0	0.01	0.002	0.002	0	0	0.002	0	0.002	0.002	0	0.004	0.006	0.012	0.002	0.004	0	0	0	0.044	0.002	0.006	0	0	0	0	0.002	0	"noise"	0.558	0.935355783859777	""	""	"09/06/2017"	1497060644.286	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041118_525"	"noise"	0.1	2.4	24	0.548	""	""	""	""	""	"5953ed2308e75a000faee4e8"	0.026	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0.002	0.002	0	0.004	0.002	0.008	0	0.026	0.008	0	0.012	0	0	0	0	0	0.002	0	0.01	0	0.016	0	0.018	0	0.002	0	0	0	0	0	0.002	0.004	0	0.002	0.012	0.6	0.002	0.006	0.006	0	0.006	0.008	0	0.04	0.038	0	0.002	0.016	0.004	0.006	0.002	0	0.004	0	0.006	0.004	0.006	0	0	0.002	0	0	0.002	0.002	0.004	0.004	0.01	0	0.004	0	0	0	0.05	0	0.006	0	0	0	0	0	0	"noise"	0.6	0.957640034816146	""	""	"09/06/2017"	1497060678.525	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041144_301"	"noise"	0.4	2.1	74	0.606	""	""	""	""	""	"5953ed2308e75a000faee4e8"	0.008	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0.01	0	0	0.004	0	0.004	0	0.006	0.002	0	0.008	0.012	0	0	0	0.004	0	0	0	0	0.006	0.02	0	0	0	0.002	0	0.014	0.032	0	0.002	0.006	0	0.01	0.022	0	0.018	0.024	0.54	0.006	0	0	0	0	0	0.004	0.026	0.008	0.016	0.006	0.014	0.008	0	0	0	0.002	0	0.008	0.004	0	0	0.002	0	0	0	0.006	0.008	0.012	0.006	0.026	0.01	0.002	0.006	0	0	0.06	0	0	0	0	0	0	0.002	0	"noise"	0.54	0.922783583679927	""	""	"09/06/2017"	1497060704.301	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041155_521"	"noise"	0	1.1	10	0.452	"Phogri"	""	""	""	""	"5953ed2308e75a000faee4e8"	0.022	0	0	0	0	0.002	0	0	0	0	0	0	0.002	0	0	0	0	0.002	0	0	0.006	0.002	0.002	0.002	0.058	0.012	0	0.004	0	0.002	0	0	0	0.002	0.002	0.008	0	0.024	0	0.018	0	0	0	0	0	0	0	0	0	0	0.002	0.01	0.594	0.002	0.004	0.004	0	0.002	0.004	0	0.02	0.086	0	0.004	0.01	0.002	0.002	0	0	0.002	0	0.004	0.004	0.002	0	0	0	0	0	0.002	0	0	0.004	0.006	0	0.016	0	0	0	0.04	0.004	0	0	0	0	0	0	0	"noise"	0.594	0.954977254330022	""	""	"09/06/2017"	1497060715.521	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041206_817"	"noise"	0.6	5	16	0.626	"Phogri"	""	""	""	""	"5953ed2308e75a000faee4e8"	0.04	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0.004	0.002	0.002	0.004	0	0.02	0.008	0	0.008	0	0	0	0	0	0.002	0	0.012	0	0.036	0	0.014	0	0	0	0	0	0.002	0	0.002	0.002	0	0.002	0.006	0.604	0.002	0.004	0.004	0	0.004	0.006	0	0.032	0.046	0	0.002	0.014	0.006	0.004	0.004	0	0.002	0	0.006	0.002	0.002	0	0	0	0	0	0.004	0	0.004	0.002	0.002	0	0.01	0.002	0	0	0.052	0	0.008	0	0	0	0	0	0	"noise"	0.604	0.959330893386479	""	""	"09/06/2017"	1497060726.817	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041233_927"	"noise"	0	3.2	39	0.548	"Testes"	""	""	""	""	"5953ed2308e75a000faee4e8"	0.016	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.012	0	0	0.008	0	0.01	0.002	0.004	0.01	0.002	0.014	0.014	0	0.002	0	0.006	0	0	0	0	0.004	0.018	0	0.002	0	0.012	0	0.012	0.008	0.002	0.004	0.008	0	0.012	0.006	0	0.018	0.018	0.522	0.008	0.002	0	0	0.002	0	0.006	0.032	0.01	0.01	0.006	0.016	0.006	0.002	0.002	0	0.004	0	0.002	0.002	0.004	0.002	0	0.002	0	0	0	0	0.012	0.006	0.018	0.008	0	0.01	0	0	0.078	0	0	0	0	0	0	0.002	0	"noise"	0.522	0.908006780548581	""	""	"09/06/2017"	1497060753.927	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041246_033"	"noise"	0.1	1.5	10	0.564	""	""	""	""	""	"5953ed2308e75a000faee4e8"	0.024	0	0	0	0	0.002	0	0	0.002	0	0	0	0.002	0	0	0	0	0.002	0	0	0.006	0.002	0.004	0	0.038	0.012	0	0.004	0	0.002	0	0	0	0.002	0.002	0.014	0	0.026	0	0.01	0	0	0	0	0	0	0	0	0.002	0	0.002	0.008	0.63	0.002	0.004	0.004	0	0.002	0	0	0.028	0.064	0	0.004	0.006	0.004	0.002	0.002	0	0.006	0	0.002	0.006	0.002	0	0	0	0	0	0.002	0	0	0.002	0.002	0	0.014	0	0	0	0.046	0	0	0	0	0	0	0	0	"noise"	0.63	0.968841413019741	""	""	"09/06/2017"	1497060766.033	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041312_372"	"noise"	0	1.5	11	0.5	"Phogri"	""	""	""	""	"5953ed2308e75a000faee4e8"	0.022	0	0	0	0	0.002	0	0	0.002	0	0	0	0.002	0	0	0	0	0.002	0	0	0.006	0.002	0.004	0	0.038	0.012	0	0.004	0	0	0	0	0	0.002	0.002	0.014	0	0.028	0	0.012	0	0	0	0	0	0	0	0	0.002	0	0.002	0.008	0.62	0.002	0.004	0.004	0	0.002	0	0	0.028	0.072	0	0.004	0.006	0.002	0.004	0.002	0	0.006	0	0.002	0.006	0.002	0	0	0	0	0	0.002	0	0	0.002	0.004	0	0.014	0	0	0	0.046	0	0	0	0	0	0	0	0	"noise"	0.62	0.96546923143155	""	""	"09/06/2017"	1497060792.372	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041335_121"	"noise"	0.3	3	15	0.678	""	""	""	""	""	"5953ed2308e75a000faee4e8"	0.03	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0.002	0.002	0	0.002	0	0.03	0.01	0	0.008	0	0	0	0	0	0.002	0	0.008	0	0.044	0	0.01	0	0	0	0	0	0	0	0.002	0.002	0	0.002	0.01	0.594	0.002	0.002	0.002	0	0.002	0.008	0	0.04	0.068	0	0.002	0.022	0.004	0.002	0.002	0	0.002	0	0.004	0.002	0.004	0	0	0	0	0	0.004	0	0.002	0.002	0.002	0	0.016	0	0	0	0.042	0	0.002	0	0	0	0	0	0	"noise"	0.594	0.954977254330022	""	""	"09/06/2017"	1497060815.121	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041346_358"	"noise"	0.1	0.8	11	0.608	""	""	""	""	""	"5953ed2308e75a000faee4e8"	0.024	0	0	0	0	0.002	0	0	0.002	0	0	0	0	0	0	0	0	0.002	0	0.002	0.006	0.002	0.004	0	0.034	0.012	0	0.002	0	0	0	0	0	0.002	0.002	0.01	0.002	0.028	0	0.012	0	0	0	0	0	0	0	0	0	0	0.002	0.008	0.62	0.002	0.002	0.004	0	0.002	0.004	0	0.028	0.074	0	0.004	0.008	0.004	0.002	0	0	0.004	0	0.002	0.004	0.002	0	0	0	0	0	0.004	0	0	0.002	0.002	0	0.016	0	0	0	0.052	0	0	0	0	0	0	0	0	"noise"	0.62	0.96546923143155	""	""	"09/06/2017"	1497060826.358	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041401_257"	"noise"	0.4	2.5	33	0.578	"Leppun"	""	""	""	""	"5953ed2308e75a000faee4e8"	0.026	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0.008	0	0	0.004	0	0.006	0.004	0.006	0.01	0	0.022	0.018	0	0.006	0	0	0	0	0	0.002	0.008	0.02	0	0.01	0	0.024	0	0.008	0	0	0.002	0	0	0.004	0.004	0	0.004	0.008	0.574	0.006	0.002	0.002	0	0.004	0.004	0	0.028	0.03	0	0.006	0.01	0.006	0.002	0.002	0	0.004	0	0.002	0	0.002	0.002	0	0.002	0	0	0.002	0.002	0.006	0.004	0.016	0	0.004	0.002	0	0	0.068	0	0	0	0	0	0	0	0	"noise"	0.574	0.944904951779305	""	""	"09/06/2017"	1497060841.257	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041411_005"	"noise"	0	2.2	10	0.594	"Phogri"	""	""	""	""	"5953ed2308e75a000faee4e8"	0.026	0	0	0	0	0.002	0	0	0.002	0	0	0	0	0	0	0	0	0.002	0	0	0.006	0.002	0.004	0	0.036	0.012	0	0.004	0	0	0	0	0	0.002	0.002	0.01	0.002	0.028	0	0.01	0	0	0	0	0	0	0	0.002	0.002	0	0.002	0.008	0.618	0.002	0.002	0.004	0	0.002	0.002	0	0.032	0.064	0	0.006	0.008	0.004	0.002	0	0	0.004	0	0.002	0.002	0.002	0	0	0	0	0	0.002	0	0	0.002	0.002	0	0.024	0	0	0	0.05	0	0	0	0	0	0	0	0	"noise"	0.618	0.964753756704659	""	""	"09/06/2017"	1497060851.005	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041421_538"	"noise"	1.3	4	12	0.568	""	""	""	""	""	"5953ed2308e75a000faee4e8"	0.026	0	0	0	0	0.002	0	0	0.002	0	0	0	0.002	0	0	0	0	0.002	0	0	0.006	0.002	0.004	0	0.032	0.01	0	0.004	0	0	0	0	0	0.002	0.002	0.012	0	0.032	0	0.01	0	0	0	0	0	0	0	0.002	0.002	0	0.002	0.008	0.616	0.002	0.002	0.004	0	0.002	0	0	0.034	0.068	0	0.004	0.008	0.004	0.002	0.002	0	0.006	0	0.002	0.004	0.002	0	0	0	0	0	0.002	0	0	0.002	0.002	0	0.012	0	0	0	0.056	0	0	0	0	0	0	0	0	"noise"	0.616	0.964024009803212	""	""	"09/06/2017"	1497060861.538	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041431_217"	"noise"	0.1	2	25	0.496	"Phogri"	""	""	""	""	"5953ed2308e75a000faee4e8"	0.028	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0.002	0	0	0.002	0.002	0	0.004	0.004	0.006	0	0.03	0.008	0	0.012	0	0	0	0	0	0.002	0	0.004	0	0.014	0	0.026	0	0.002	0	0	0	0	0	0	0.004	0	0.002	0.01	0.606	0.002	0.008	0.006	0	0.004	0.008	0	0.04	0.036	0	0.002	0.01	0.002	0.004	0.002	0	0.006	0	0.004	0.004	0.002	0	0	0.002	0	0	0.002	0.002	0.004	0.002	0.01	0	0.006	0	0	0	0.052	0	0.008	0	0	0	0	0.002	0	"noise"	0.606	0.960151901792585	""	""	"09/06/2017"	1497060871.217	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041457_954"	"noise"	0.6	2.3	38	0.446	"Leppun, Phogri, Tetvir"	""	""	""	""	"5953ed2308e75a000faee4e8"	0.016	0	0	0	0	0.002	0	0	0	0	0.002	0	0	0	0.008	0	0	0.008	0	0.01	0.004	0.004	0.008	0.002	0.024	0.026	0	0.002	0	0.008	0	0	0	0	0.008	0.012	0	0.004	0	0.026	0	0.016	0.004	0	0.004	0.008	0	0.002	0.006	0	0.016	0.014	0.53	0.008	0.004	0	0	0	0.002	0.004	0.028	0.024	0.008	0.006	0.01	0.004	0.002	0.002	0	0.004	0	0.004	0.002	0.004	0.004	0	0.002	0	0	0.002	0	0.006	0.004	0.024	0.006	0	0.006	0	0	0.052	0	0.002	0	0	0	0	0.002	0	"noise"	0.53	0.914864748639981	""	""	"09/06/2017"	1497060897.954	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041510_108"	"noise"	0	0.4	39	0.42	"Myonat, Phogri"	""	""	""	""	"5953ed2308e75a000faee4e8"	0.014	0	0	0	0	0.002	0	0	0	0	0.002	0	0	0	0.01	0	0	0.012	0	0.01	0.002	0	0.006	0	0.022	0.012	0	0.002	0	0.01	0	0	0	0	0.006	0.01	0	0.002	0	0.03	0.002	0.022	0.01	0	0.004	0.01	0	0.008	0.01	0	0.018	0.018	0.52	0.008	0.004	0	0	0	0	0.008	0.03	0.014	0.012	0.006	0.016	0.004	0.002	0.002	0	0.002	0	0.002	0.006	0.004	0.002	0	0.002	0	0	0	0	0.008	0.006	0.02	0.006	0	0.004	0	0	0.054	0	0	0	0	0	0	0.004	0	"noise"	0.52	0.906216342566727	""	""	"09/06/2017"	1497060910.108	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041516_617"	"noise"	2.8	2.9	23	0.702	""	""	""	""	""	"5953ed2308e75a000faee4e8"	0.026	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0.002	0	0.006	0	0.026	0.008	0	0.01	0	0	0	0	0	0.002	0	0.008	0	0.024	0	0.02	0	0.002	0	0	0	0	0	0.002	0	0	0.002	0.012	0.606	0.002	0.004	0.004	0	0.002	0.012	0.002	0.026	0.06	0.002	0.002	0.03	0.002	0.004	0	0	0.002	0	0.004	0.006	0.002	0	0	0	0	0	0.002	0	0.006	0.004	0.006	0	0.006	0	0	0	0.044	0	0.004	0	0	0	0	0	0	"noise"	0.606	0.960151901792585	""	""	"09/06/2017"	1497060916.617	"noise"	0
"Car291547-2017-Pass1-Z1-017329_0_20170610_041528_343"	"noise"	1.5	2.5	12	0.574	""	""	""	""	""	"5953ed2308e75a000faee4e8"	0.026	0	0	0	0	0.002	0	0	0.002	0	0	0	0.002	0	0	0	0	0.002	0	0	0.006	0.002	0.004	0	0.038	0.01	0	0.002	0	0	0	0	0	0.002	0.002	0.012	0	0.028	0	0.012	0	0	0	0	0	0	0	0	0.002	0	0.002	0.008	0.63	0.002	0.002	0.004	0	0.002	0	0	0.028	0.074	0	0.002	0.006	0.004	0.002	0.002	0	0.004	0	0.002	0.006	0.002	0	0	0	0	0	0.002	0	0	0.002	0.002	0	0.008	0	0	0	0.05	0	0	0	0	0	0	0	0	"noise"	0.63	0.968841413019741	""	""	"09/06/2017"	1497060928.343	"noise"	0
