"nom du fichier"	"temps_debut"	"temps_fin"	"frequence_mediane"	"tadarida_taxon"	"tadarida_probabilite"	"tadarida_taxon_autre"	"observateur_taxon"	"observateur_probabilite"	"validateur_taxon"	"validateur_probabilite"	"participation"	"IdProb"	"IdV"	"ConfV"	"Session"	"TimeNum"	"IdExtrap"	"TypeE"
"Car340098-2019-Pass1-Z31-013676_20190329_212013_024"	0	4	28	"noise"	0.96	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.96	""	""	"29/03/2019"	1553887213.024	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212013_024"	4.1	4.2	50	"Pippip"	0.34	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.34	""	""	"29/03/2019"	1553887213.024	"Rhihip"	1
"Car340098-2019-Pass1-Z31-013676_20190329_212018_024"	0.8	0.9	52	"noise"	0.78	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.78	""	""	"29/03/2019"	1553887218.024	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212027_981"	0	0.1	43	"noise"	0.15	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.15	""	""	"29/03/2019"	1553887227.981	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212031_164"	0	1.9	39	"noise"	0.92	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.92	""	""	"29/03/2019"	1553887231.164	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212033_815"	2	2.1	8	"noise"	0.87	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.87	""	""	"29/03/2019"	1553887233.815	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212033_815"	0	0.1	41	"Leppun"	0.17	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.17	""	""	"29/03/2019"	1553887233.815	"mec"	2
"Car340098-2019-Pass1-Z31-013676_20190329_212037_038"	0.9	5	24	"noise"	0.99	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.99	""	""	"29/03/2019"	1553887237.038	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212037_038"	0.4	4.7	39	"Leppun"	0.07	"Yerray"	""	""	""	""	"5caba52defb48f000fcf28b1"	0.07	""	""	"29/03/2019"	1553887237.038	"mec"	2
"Car340098-2019-Pass1-Z31-013676_20190329_212042_038"	0	5	27	"noise"	0.98	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.98	""	""	"29/03/2019"	1553887242.038	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212047_038"	0	1.7	14	"noise"	0.93	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.93	""	""	"29/03/2019"	1553887247.038	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212056_886"	0	1.7	13	"noise"	0.99	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.99	""	""	"29/03/2019"	1553887256.886	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212059_951"	0.5	2.4	28	"noise"	0.96	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.96	""	""	"29/03/2019"	1553887259.951	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212113_445"	0	5	25	"noise"	0.99	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.99	""	""	"29/03/2019"	1553887273.445	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212118_445"	0.1	1.7	30	"noise"	0.98	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.98	""	""	"29/03/2019"	1553887278.445	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212125_914"	1.1	1.2	9	"noise"	0.9	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.9	""	""	"29/03/2019"	1553887285.914	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212140_193"	1.1	3.8	12	"noise"	0.97	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.97	""	""	"29/03/2019"	1553887300.193	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212140_193"	1.6	1.7	43	"Pipkuh"	0.06	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.06	""	""	"29/03/2019"	1553887300.193	"Pipkuh"	2
"Car340098-2019-Pass1-Z31-013676_20190329_212151_141"	0	1.9	12	"noise"	0.99	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.99	""	""	"29/03/2019"	1553887311.141	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212153_599"	0	0.1	28	"noise"	0.95	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.95	""	""	"29/03/2019"	1553887313.599	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212219_051"	0.5	1	12	"noise"	0.94	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.94	""	""	"29/03/2019"	1553887339.051	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212244_245"	0	0.2	35	"noise"	0.97	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.97	""	""	"29/03/2019"	1553887364.245	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212248_421"	1.6	1.7	14	"noise"	0.87	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.87	""	""	"29/03/2019"	1553887368.421	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212248_421"	0	0.1	47	"Leppun"	0.03	"Tetvir, Pipkuh"	""	""	""	""	"5caba52defb48f000fcf28b1"	0.03	""	""	"29/03/2019"	1553887368.421	"mec"	2
"Car340098-2019-Pass1-Z31-013676_20190329_212302_209"	0	0.7	9	"noise"	0.98	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.98	""	""	"29/03/2019"	1553887382.209	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212308_435"	0	5	18	"noise"	0.98	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.98	""	""	"29/03/2019"	1553887388.435	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212313_435"	0	5	14	"noise"	0.97	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.97	""	""	"29/03/2019"	1553887393.435	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212318_435"	0.8	4.7	12	"noise"	0.91	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.91	""	""	"29/03/2019"	1553887398.435	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212323_435"	0.2	0.4	9	"noise"	0.93	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.93	""	""	"29/03/2019"	1553887403.435	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212331_726"	0	2	31	"noise"	0.96	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.96	""	""	"29/03/2019"	1553887411.726	"noise"	0
"Car340098-2019-Pass1-Z31-013676_20190329_212336_652"	0.2	1.1	8	"noise"	0.92	""	""	""	""	""	"5caba52defb48f000fcf28b1"	0.92	""	""	"29/03/2019"	1553887416.652	"noise"	0
