"nom du fichier"	"temps_debut"	"temps_fin"	"frequence_mediane"	"tadarida_taxon"	"tadarida_probabilite"	"tadarida_taxon_autre"	"observateur_taxon"	"observateur_probabilite"	"validateur_taxon"	"validateur_probabilite"	"participation"	"IdProb"	"IdV"	"ConfV"	"Session"	"TimeNum"	"IdExtrap"	"TypeE"
"Cir464-2016-Pass1-Tron1-Chiro_0_00155_000"	0	0.5	128	"noise"	0.98	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.98	""	""	1	955	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00160_000"	0	0.5	105	"noise"	0.96	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.96	""	""	1	960	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00165_000"	0	0.5	98	"noise"	0.93	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.93	""	""	1	965	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00170_000"	0	0.5	96	"noise"	0.85	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.85	""	""	1	970	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00170_000"	0.1	0.2	45	"Yerray"	0.09	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.09	""	""	1	970	"Yerray"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00175_000"	0	0.5	72	"noise"	0.68	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.68	""	""	1	975	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00180_000"	0	0.5	92	"noise"	0.93	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.93	""	""	1	980	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00180_000"	0	0.1	17	"Tetvir"	0.02	"Rusnit, Pippip, Phogri, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Tadten, Sepsep, Roeroe, Rhihip, Rhifer, Rhieur, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pipnat, Pipkuh, piaf, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myodas, Myocap, Myobec, Myoalc, Mussp, Minsch, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, amph"	""	""	""	""	"5cab967eefb48f0011b2f201"	0.02	""	""	1	980	"Tetvir"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00185_000"	0	0.5	82	"noise"	0.91	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.91	""	""	1	985	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00185_000"	0	0.5	10	"Tetvir"	0.08	"Phofem, Phogri"	""	""	""	""	"5cab967eefb48f0011b2f201"	0.08	""	""	1	985	"Tetvir"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00190_000"	0	0.1	90	"noise"	0.56	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.56	""	""	1	990	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00190_000"	0	0.3	111	"Rhihip"	0.03	"Pippip"	""	""	""	""	"5cab967eefb48f0011b2f201"	0.03	""	""	1	990	"Rhihip"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00195_000"	0	0.5	31	"noise"	0.9	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.9	""	""	1	995	"noise"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00195_000"	0	0.5	108	"Rhihip"	0.1	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.1	""	""	1	995	"Rhihip"	0
"Cir464-2016-Pass1-Tron1-Chiro_0_00200_000"	0	0.5	105	"noise"	0.91	""	""	""	""	""	"5cab967eefb48f0011b2f201"	0.91	""	""	1	1000	"noise"	0
