"nom du fichier"	"temps_debut"	"temps_fin"	"frequence_mediane"	"tadarida_taxon"	"tadarida_probabilite"	"tadarida_taxon_autre"	"observateur_taxon"	"observateur_probabilite"	"validateur_taxon"	"validateur_probabilite"	"participation"
"Cir464-2016-Pass2-Tron10-Chiro_0_00340_000"	0	0.5	174	"noise"	0.96	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_0_00345_000"	0	0.5	170	"noise"	0.94	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_0_00350_000"	0.3	0.5	34	"Confus"	0.04	"Tetvir, Phogri"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_0_00350_000"	0	0.5	162	"noise"	0.93	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_0_00355_000"	0	0.5	187	"noise"	0.95	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_0_00355_000"	0.4	0.5	68	"Yerray"	0.02	"Tetvir, Pippip, Phogri, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Tadten, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pipnat, Pipkuh, piaf, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myodas, Myocap, Myobec, Myoalc, Mussp, Minsch, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, amph"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_0_00360_000"	0	0.1	173	"noise"	0.95	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00000_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00000_000"	0.4	0.5	41	"Pipkuh"	0.08	"Pipnat"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00005_000"	0	0.3	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00005_000"	0.1	0.2	43	"Pipkuh"	0.37	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00010_000"	0.4	0.5	154	"noise"	0.97	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00010_000"	0.4	0.5	10	"Tetvir"	0.81	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00015_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00020_000"	0	0.5	153	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00025_000"	0	0.5	154	"noise"	0.97	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00035_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00040_000"	0	0.5	153	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00040_000"	0.2	0.4	11	"Tetvir"	0.73	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00045_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00045_000"	0	0.1	23	"Phogri"	0.04	"Tetvir, Roeroe"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00050_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00055_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00055_000"	0.2	0.4	19	"Tetvir"	0.18	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00060_000"	0.1	0.2	38	"Leppun"	0.04	"Tetvir"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00060_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00065_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00070_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00075_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00075_000"	0.3	0.4	21	"Tetvir"	0.41	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00080_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00080_000"	0	0.1	22	"Tetvir"	0.23	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00085_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00090_000"	0.2	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00095_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00100_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00100_000"	0.1	0.3	17	"Plaaff"	0.04	"Phogri, Phanan"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00100_000"	0	0.1	10	"Tetvir"	0.34	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00105_000"	0	0.4	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00110_000"	0.3	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00115_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00115_000"	0.3	0.4	16	"Tetvir"	0.23	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00120_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00120_000"	0	0.1	17	"Tetvir"	0.03	"Phogri, Phanan"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00125_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00125_000"	0.3	0.4	36	"Tetvir"	0.02	"Testes, Pipkuh, Leppun, Inssp5, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Tadten, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pippip, Pipnat, piaf, Phogri, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myodas, Myocap, Myobec, Myoalc, Mussp, Minsch, Micagr, Metbra, mamm, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, amph"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00135_000"	0.3	0.5	154	"noise"	0.97	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00135_000"	0.4	0.5	19	"Phogri"	0.03	"Phanan"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00135_000"	0.3	0.4	46	"Pippip"	0.8	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00135_000"	0.4	0.5	20	"Tetvir"	0.35	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00140_000"	0	0.5	154	"noise"	0.97	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00140_000"	0	0.5	45	"Pippip"	0.96	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00145_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00145_000"	0	0.5	47	"Pippip"	0.97	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00150_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00150_000"	0.1	0.2	17	"Phogri"	0.04	"Tetvir, Phanan"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00150_000"	0.1	0.4	45	"Pippip"	0.93	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00155_000"	0.1	0.5	154	"noise"	0.97	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00155_000"	0.1	0.5	22	"Roeroe"	0.07	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00160_000"	0	0.5	153	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00160_000"	0.4	0.5	23	"Tetvir"	0.25	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00165_000"	0	0.1	23	"Isopyr"	0.72	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00165_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00170_000"	0	0.3	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00175_000"	0.1	0.5	153	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00175_000"	0.1	0.5	40	"Pipnat"	0.18	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00175_000"	0.2	0.3	11	"Tetvir"	0.8	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00180_000"	0	0.5	154	"noise"	0.96	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00180_000"	0.4	0.5	16	"Pipkuh"	0.04	"Rusnit, Pippip, Phanan"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00180_000"	0.1	0.3	11	"Tetvir"	0.87	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00185_000"	0	0.5	154	"noise"	0.97	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00185_000"	0.1	0.5	21	"Roeroe"	0.05	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00190_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00190_000"	0.1	0.2	28	"Tetvir"	0.02	"Phogri, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Tadten, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pippip, Pipnat, Pipkuh, piaf, Phofem, Phanan, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myodas, Myocap, Myobec, Myoalc, Mussp, Minsch, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, amph"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00195_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00200_000"	0	0.5	154	"noise"	0.97	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00200_000"	0.3	0.5	20	"Phanan"	0.12	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00200_000"	0	0.1	10	"Tetvir"	0.88	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00205_000"	0	0.5	153	"noise"	0.97	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00205_000"	0	0.3	11	"Tetvir"	0.86	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00210_000"	0	0.5	153	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00215_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00215_000"	0.4	0.5	11	"Tetvir"	0.86	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00220_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00220_000"	0	0.5	10	"Tetvir"	0.85	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00225_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00225_000"	0.3	0.4	11	"Tetvir"	0.7	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00230_000"	0.2	0.5	154	"noise"	0.97	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00230_000"	0.3	0.5	14	"Tetvir"	0.17	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00235_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00235_000"	0.1	0.2	22	"Tetvir"	0.32	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00240_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00240_000"	0	0.5	10	"Tetvir"	0.83	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00245_000"	0	0.4	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00250_000"	0	0.5	154	"noise"	0.97	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00255_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00255_000"	0	0.5	22	"Tetvir"	0.88	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00260_000"	0.3	0.4	33	"Leppun"	0.04	"Tetvir"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00260_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00265_000"	0	0.2	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00270_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00275_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00275_000"	0.3	0.4	22	"Tetvir"	0.03	"Phogri"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00280_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00280_000"	0	0.1	19	"Tetvir"	0.02	"Phogri, Phanan, Yerray, Yerbey, Vesmur, Urosp, Tyllil, Thycor, Tetpyg, Tetarg, Testes, Tadten, Sepsep, Rusnit, Roeroe, Rhihip, Rhifer, Rhieur, Ratnor, Plemac, Pleaus, Pleaur, Plasab, Plaint, Plafal, Plaalb, Plaaff, Pippyg, Pippip, Pipnat, Pipkuh, piaf, Phofem, Phafal, Nycnoc, Nyclei, Nyclas, Myonat, Myomys, MyoGT, Myoema, Myodau, Myodas, Myocap, Myobec, Myoalc, Mussp, Minsch, Micagr, Metbra, mamm, Leppun, Lepbos, Lepalb, Lamsp., Isopyr, Inssp8, Inssp7, Inssp5, Insp12, Insp11, Insp10, Hypsav, gril, Eupsp, Eptser, Eptnil, Epheph, Decalb, Cyrscu, Cympud, criq, Confus, Tetarg, Barfis, Barbar, amph"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00285_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00290_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00290_000"	0.2	0.4	22	"Tetvir"	0.27	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00295_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00295_000"	0	0.4	22	"Tetvir"	0.32	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00300_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00310_000"	0.3	0.5	153	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00310_000"	0.4	0.5	38	"Pippip"	0.57	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00315_000"	0	0.5	154	"noise"	0.97	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00315_000"	0	0.5	49	"Pippip"	0.93	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00320_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00320_000"	0	0.5	49	"Pippip"	0.97	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00325_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00325_000"	0	0.2	49	"Pippip"	0.96	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00335_000"	0.4	0.5	125	"noise"	0.7	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00340_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00340_000"	0	0.5	41	"Pipkuh"	0.81	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00345_000"	0.3	0.4	35	"Tetvir"	0.03	"Leppun, Phogri"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00345_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00345_000"	0	0.5	42	"Pipkuh"	0.73	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00350_000"	0	0.5	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00350_000"	0	0.4	41	"Pipkuh"	0.41	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00355_000"	0	0.5	154	"noise"	0.99	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00360_000"	0	0.1	22	"Isopyr"	0.04	"Tetvir, Phogri, Epheph"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron10-Chiro_1_00360_000"	0	0.1	154	"noise"	0.98	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron2-Chiro_0_00000_000"	0	0.5	141	"noise"	0.9	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron2-Chiro_0_00000_000"	0	0.1	15	"Tetvir"	0.03	"piaf"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron2-Chiro_0_00005_000"	0	0.5	142	"noise"	0.88	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron2-Chiro_0_00005_000"	0	0.1	84	"Yerray"	0.03	"Tetvir, Pippip, Phogri"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron2-Chiro_0_00010_000"	0	0.5	135	"noise"	0.92	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron2-Chiro_0_00010_000"	0.2	0.3	21	"Isopyr"	0.06	"Phogri"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron2-Chiro_0_00015_000"	0	0.5	142	"noise"	0.92	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron2-Chiro_0_00020_000"	0	0.5	139	"noise"	0.96	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron2-Chiro_0_00025_000"	0	0.5	141	"noise"	0.96	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron2-Chiro_0_00025_000"	0	0.1	45	"Yerray"	0.1	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron2-Chiro_0_00030_000"	0.1	0.2	15	"Tetvir"	0.04	"Phogri"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron2-Chiro_0_00030_000"	0	0.5	141	"noise"	0.95	""	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
"Cir464-2016-Pass2-Tron2-Chiro_0_00035_000"	0	0.1	27	"Confus"	0.03	"Tetvir, Plaalb, Phogri"	NA	NA	NA	NA	"5caba3c8efb48f0010e101d8"
